productId,name,cleanName,categoryId,groupId,modifiedOn,imageCount,lowPrice,avgPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType
630811,Ethan's Magcargo,Ethans Magcargo,3,24269,2025-07-14 12:10:00,1,0.15,0.5,4.95,0.42,0.52,Reverse Holofoil,036/182,Rare,Fire
630812,Misty's Psyduck,Mistys Psyduck,3,24269,2025-07-14 12:10:03,1,0.01,0.16,5.01,0.15,,Normal,045/182,Uncommon,Water
630812,Misty's Psyduck,Mistys Psyduck,3,24269,2025-07-14 12:10:03,1,0.15,0.95,4.95,1.06,,Reverse Holofoil,045/182,Uncommon,Water
630813,Misty's Staryu,Mistys Staryu,3,24269,2025-07-14 12:10:03,1,0.01,0.1,20,0.07,0.07,Normal,046/180,Common,Water
630813,Misty's Staryu,Mistys Staryu,3,24269,2025-07-14 12:10:03,1,0.1,0.52,4.95,0.53,,Reverse Holofoil,046/180,Common,Water
630814,Misty's Starmie,Mistys Starmie,3,24269,2025-07-14 12:10:03,1,0.01,0.12,20,0.1,0.1,Normal,047/182,Uncommon,Water
630814,Misty's Starmie,Mistys Starmie,3,24269,2025-07-14 12:10:03,1,0.1,0.35,5.2,0.32,,Reverse Holofoil,047/182,Uncommon,Water
630815,Misty's Magikarp,Mistys Magikarp,3,24269,2025-07-14 12:10:03,1,0.14,0.54,5.2,0.62,0.77,Reverse Holofoil,048/182,Common,Water
630815,Misty's Magikarp,Mistys Magikarp,3,24269,2025-07-14 12:10:03,1,0.01,0.16,20,0.13,0.13,Normal,048/182,Common,Water
630816,Misty's Gyarados,Mistys Gyarados,3,24269,2025-07-14 12:10:03,1,0.2,0.71,5.95,0.62,,Reverse Holofoil,049/182,Rare,Water
630816,Misty's Gyarados,Mistys Gyarados,3,24269,2025-07-14 12:10:03,1,0.02,0.3,6.61,0.34,0.84,Holofoil,049/182,Rare,Water
630817,Misty's Lapras,Mistys Lapras,3,24269,2025-07-14 12:10:03,1,0.17,0.39,9.66,0.39,0.4,Reverse Holofoil,050/182,Common,Water
630817,Misty's Lapras,Mistys Lapras,3,24269,2025-07-14 12:10:03,1,0.01,0.18,20,0.17,0.17,Normal,050/182,Common,Water
630818,Team Rocket's Zapdos,Team Rockets Zapdos,3,24269,2025-07-14 12:10:15,1,0.07,0.45,5.07,0.37,0.46,Reverse Holofoil,070/182,Rare,Lightning
630818,Team Rocket's Zapdos,Team Rockets Zapdos,3,24269,2025-07-14 12:10:15,1,0.01,0.19,55,0.15,0.15,Holofoil,070/182,Rare,Lightning
630819,Ethan's Pichu,Ethans Pichu,3,24269,2025-07-14 12:10:00,1,0.05,0.23,4.95,0.19,0.19,Reverse Holofoil,071/182,Common,Lightning
630819,Ethan's Pichu,Ethans Pichu,3,24269,2025-07-14 12:10:00,1,0.01,0.14,20,0.12,0.1,Normal,071/182,Common,Lightning
630820,Team Rocket's Mareep,Team Rockets Mareep,3,24269,2025-07-14 12:10:10,1,0.01,0.11,20,0.07,0.07,Normal,072/182,Common,Lightning
630820,Team Rocket's Mareep,Team Rockets Mareep,3,24269,2025-07-14 12:10:10,1,0.03,0.17,20,0.13,0.2,Reverse Holofoil,072/182,Common,Lightning
630821,Team Rocket's Mimikyu,Team Rockets Mimikyu,3,24269,2025-07-14 12:10:10,1,0.01,0.22,5.01,0.2,0.2,Normal,087/182,Uncommon,Psychic
630821,Team Rocket's Mimikyu,Team Rockets Mimikyu,3,24269,2025-07-14 12:10:10,1,0.19,0.69,20,0.71,,Reverse Holofoil,087/182,Uncommon,Psychic
630822,Team Rocket's Tyranitar,Team Rockets Tyranitar,3,24269,2025-07-24 19:22:26,1,0.19,0.67,20,0.6,0.5,Reverse Holofoil,096/182,Rare,Fighting
630822,Team Rocket's Tyranitar,Team Rockets Tyranitar,3,24269,2025-07-24 19:22:26,1,0.01,0.24,5.01,0.21,0.21,Holofoil,096/182,Rare,Fighting
630823,Marnie's Grimmsnarl ex,Marnies Grimmsnarl ex,3,24269,2025-07-14 12:10:02,1,0.9,1.98,19.98,1.65,,Holofoil,136/182,Double Rare,Darkness
630824,Steven's Metagross ex,Stevens Metagross ex,3,24269,2025-07-14 12:10:07,1,0.25,0.79,10.54,0.65,,Holofoil,145/182,Double Rare,Metal
630825,Team Rocket's Meowth,Team Rockets Meowth,3,24269,2025-07-14 12:10:10,1,0.01,0.19,20,0.13,0.13,Reverse Holofoil,149/182,Common,Colorless
630825,Team Rocket's Meowth,Team Rockets Meowth,3,24269,2025-07-14 12:10:10,1,0.01,0.1,20,0.07,0.07,Normal,149/182,Common,Colorless
630826,Team Rocket's Porygon,Team Rockets Porygon,3,24269,2025-07-14 12:10:12,1,0.05,0.19,5.05,0.15,0.14,Reverse Holofoil,153/182,Common,Colorless
630826,Team Rocket's Porygon,Team Rockets Porygon,3,24269,2025-07-14 12:10:12,1,0.01,0.1,20,0.09,0.09,Normal,153/182,Common,Colorless
630827,Team Rocket's Porygon2,Team Rockets Porygon2,3,24269,2025-07-14 12:10:13,1,0.01,0.15,20,0.12,0.19,Normal,154/182,Common,Colorless
630827,Team Rocket's Porygon2,Team Rockets Porygon2,3,24269,2025-07-14 12:10:13,1,0.05,0.2,4.95,0.19,0.19,Reverse Holofoil,154/182,Common,Colorless
630828,Team Rocket's Porygon-Z,Team Rockets Porygon Z,3,24269,2025-07-14 12:10:13,1,0.13,0.59,5.1,0.57,0.57,Reverse Holofoil,155/182,Uncommon,Colorless
630828,Team Rocket's Porygon-Z,Team Rockets Porygon Z,3,24269,2025-07-14 12:10:13,1,0.01,0.13,20,0.09,0.12,Normal,155/182,Uncommon,Colorless
630829,Spikemuth Gym,Spikemuth Gym,3,24269,2025-07-14 12:10:06,1,0.01,0.18,5.01,0.14,,Normal,169/182,Uncommon,Trainer - Stadium
630829,Spikemuth Gym,Spikemuth Gym,3,24269,2025-07-14 12:10:06,1,0.18,0.68,4.95,0.62,,Reverse Holofoil,169/182,Uncommon,Trainer - Stadium
630830,Team Rocket's Giovanni,Team Rockets Giovanni,3,24269,2025-07-14 12:10:09,1,0.01,0.23,5.02,0.2,,Normal,174/182,Uncommon,Trainer - Supporter
630830,Team Rocket's Giovanni,Team Rockets Giovanni,3,24269,2025-07-14 12:10:09,1,0.05,0.59,20,0.57,0.65,Reverse Holofoil,174/182,Uncommon,Trainer - Supporter
632829,Ethan's Pinsir,Ethans Pinsir,3,24269,2025-07-14 12:10:00,1,0.01,0.11,20,0.1,0.09,Normal,001/182,Uncommon,Grass
632829,Ethan's Pinsir,Ethans Pinsir,3,24269,2025-07-14 12:10:00,1,0.15,0.53,4.95,0.62,0.73,Reverse Holofoil,001/182,Uncommon,Grass
632830,Yanma - 002/182,Yanma 002 182,3,24269,2025-07-14 12:10:15,1,0.01,0.11,20,0.07,0.07,Normal,002/182,Common,Grass
632830,Yanma - 002/182,Yanma 002 182,3,24269,2025-07-14 12:10:15,1,0.05,0.17,20,0.15,0.14,Reverse Holofoil,002/182,Common,Grass
632831,Yanmega ex - 003/182,Yanmega ex 003 182,3,24269,2025-07-14 12:10:16,1,0.2,0.75,9.99,0.62,0.67,Holofoil,003/182,Double Rare,Grass
632832,Pineco,Pineco,3,24269,2025-07-14 12:10:04,1,0.04,0.15,5.05,0.13,0.13,Reverse Holofoil,004/182,Common,Grass
632832,Pineco,Pineco,3,24269,2025-07-14 12:10:04,1,0.01,0.1,20,0.07,0.06,Normal,004/182,Common,Grass
632833,Shroomish,Shroomish,3,24269,2025-07-14 12:10:06,1,0.01,0.1,20,0.08,0.08,Normal,005/182,Common,Grass
632833,Shroomish,Shroomish,3,24269,2025-07-14 12:10:06,1,0.02,0.17,5.04,0.17,0.17,Reverse Holofoil,005/182,Common,Grass
632834,Breloom,Breloom,3,24269,2025-07-14 12:09:57,1,0.01,0.15,4.95,0.12,0.19,Reverse Holofoil,006/182,Common,Grass
632834,Breloom,Breloom,3,24269,2025-07-14 12:09:57,1,0.01,0.1,20,0.07,0.07,Normal,006/182,Common,Grass
632835,Mow Rotom,Mow Rotom,3,24269,2025-07-14 12:10:03,1,0.01,0.1,20,0.07,0.07,Normal,009/182,Common,Grass
632835,Mow Rotom,Mow Rotom,3,24269,2025-07-14 12:10:03,1,0.02,0.17,4.95,0.16,0.16,Reverse Holofoil,009/182,Common,Grass
632836,Shaymin - 010/182,Shaymin 010 182,3,24269,2025-07-14 12:10:05,1,0.1,0.48,4.95,0.33,,Normal,010/182,Uncommon,Grass
632836,Shaymin - 010/182,Shaymin 010 182,3,24269,2025-07-14 12:10:05,1,0.31,1.39,8.99,1.2,,Reverse Holofoil,010/182,Uncommon,Grass
632837,Dwebble,Dwebble,3,24269,2025-07-14 12:09:59,1,0.01,0.17,20,0.13,,Normal,011/182,Common,Grass
632837,Dwebble,Dwebble,3,24269,2025-07-14 12:09:59,1,0.03,0.24,4.95,0.26,0.25,Reverse Holofoil,011/182,Common,Grass
632838,Crustle - 012/182,Crustle 012 182,3,24269,2025-07-14 12:09:58,1,0.01,0.17,20,0.19,0.19,Holofoil,012/182,Rare,Grass
632838,Crustle - 012/182,Crustle 012 182,3,24269,2025-07-14 12:09:58,1,0.1,0.39,4.95,0.44,0.66,Reverse Holofoil,012/182,Rare,Grass
632839,Fomantis,Fomantis,3,24269,2025-07-14 12:10:01,1,0.01,0.15,4.95,0.14,0.14,Reverse Holofoil,013/182,Common,Grass
632839,Fomantis,Fomantis,3,24269,2025-07-14 12:10:01,1,0.01,0.1,20,0.08,0.07,Normal,013/182,Common,Grass
632840,Lurantis,Lurantis,3,24269,2025-07-14 12:10:02,1,0.11,0.51,4.95,0.47,0.83,Reverse Holofoil,014/182,Uncommon,Grass
632840,Lurantis,Lurantis,3,24269,2025-07-14 12:10:02,1,0.01,0.1,20,0.09,0.08,Normal,014/182,Uncommon,Grass
632841,Team Rocket's Blipbug,Team Rockets Blipbug,3,24269,2025-07-14 12:10:08,1,0.02,0.15,20,0.12,0.12,Reverse Holofoil,015/182,Common,Grass
632841,Team Rocket's Blipbug,Team Rockets Blipbug,3,24269,2025-07-14 12:10:08,1,0.01,0.1,20,0.07,0.04,Normal,015/182,Common,Grass
632842,Applin,Applin,3,24269,2025-07-14 12:09:56,1,0.01,0.1,20,0.09,0.07,Normal,016/182,Common,Grass
632842,Applin,Applin,3,24269,2025-07-14 12:09:56,1,0.02,0.15,5.02,0.09,0.09,Reverse Holofoil,016/182,Common,Grass
632843,Dipplin,Dipplin,3,24269,2025-07-14 12:09:59,1,0.03,0.17,5.03,0.13,0.14,Reverse Holofoil,017/182,Common,Grass
632843,Dipplin,Dipplin,3,24269,2025-07-14 12:09:59,1,0.01,0.15,20,0.14,0.12,Normal,017/182,Common,Grass
632844,Hydrapple - 018/182,Hydrapple 018 182,3,24269,2025-07-14 12:10:01,1,0.08,0.39,4.95,0.39,0.52,Reverse Holofoil,018/182,Rare,Grass
632844,Hydrapple - 018/182,Hydrapple 018 182,3,24269,2025-07-14 12:10:01,1,0.01,0.17,20,0.16,0.17,Holofoil,018/182,Rare,Grass
632845,Team Rocket's Tarountula,Team Rockets Tarountula,3,24269,2025-07-14 12:10:14,1,0.01,0.15,25,0.08,0.19,Normal,019/182,Common,Grass
632845,Team Rocket's Tarountula,Team Rockets Tarountula,3,24269,2025-07-14 12:10:14,1,0.04,0.25,20,0.19,0.2,Reverse Holofoil,019/182,Common,Grass
632846,Team Rocket's Spidops - 020/182,Team Rockets Spidops 020 182,3,24269,2025-07-14 12:10:14,1,0.01,0.25,5.01,0.16,0.16,Holofoil,020/182,Rare,Grass
632846,Team Rocket's Spidops - 020/182,Team Rockets Spidops 020 182,3,24269,2025-07-14 12:10:14,1,0.15,0.56,9.35,0.49,0.61,Reverse Holofoil,020/182,Rare,Grass
632847,Rellor,Rellor,3,24269,2025-07-14 12:10:05,1,0.01,0.15,14,0.12,0.12,Reverse Holofoil,024/182,Common,Grass
632847,Rellor,Rellor,3,24269,2025-07-14 12:10:05,1,0.01,0.1,20,0.05,0.03,Normal,024/182,Common,Grass
632848,Rabsca ex,Rabsca ex,3,24269,2025-07-14 12:10:04,1,0.1,0.64,5,0.61,0.99,Holofoil,025/182,Double Rare,Grass
632849,Teal Mask Ogerpon,Teal Mask Ogerpon,3,24269,2025-07-14 12:10:07,1,0.01,0.1,20,0.07,0.07,Normal,026/182,Uncommon,Grass
632849,Teal Mask Ogerpon,Teal Mask Ogerpon,3,24269,2025-07-14 12:10:07,1,0.05,0.41,5.09,0.49,0.51,Reverse Holofoil,026/182,Uncommon,Grass
632850,Growlithe,Growlithe,3,24269,2025-07-14 12:10:01,1,0.01,0.17,5.01,0.14,0.18,Reverse Holofoil,027/182,Common,Fire
632850,Growlithe,Growlithe,3,24269,2025-07-14 12:10:01,1,0.01,0.12,20,0.08,0.12,Normal,027/182,Common,Fire
632851,Arcanine,Arcanine,3,24269,2025-07-14 12:09:57,1,0.01,0.11,20,0.09,0.08,Normal,028/182,Uncommon,Fire
632851,Arcanine,Arcanine,3,24269,2025-07-14 12:09:57,1,0.13,0.5,4.95,0.51,0.54,Reverse Holofoil,028/182,Uncommon,Fire
632852,Ponyta,Ponyta,3,24269,2025-07-14 12:10:04,1,0.01,0.15,20,0.15,0.24,Normal,029/182,Common,Fire
632852,Ponyta,Ponyta,3,24269,2025-07-14 12:10:04,1,0.01,0.19,4.95,0.18,0.19,Reverse Holofoil,029/182,Common,Fire
632853,Rapidash - 030/182,Rapidash 030 182,3,24269,2025-07-14 12:10:04,1,0.01,0.11,20,0.09,0.09,Normal,030/182,Uncommon,Fire
632853,Rapidash - 030/182,Rapidash 030 182,3,24269,2025-07-14 12:10:04,1,0.07,0.61,5.15,0.61,0.88,Reverse Holofoil,030/182,Uncommon,Fire
632854,Ethan's Cyndaquil,Ethans Cyndaquil,3,24269,2025-07-14 12:10:00,1,0.01,0.16,5.01,0.12,,Normal,032/182,Common,Fire
632854,Ethan's Cyndaquil,Ethans Cyndaquil,3,24269,2025-07-14 12:10:00,1,0.13,0.37,5,0.37,,Reverse Holofoil,032/182,Common,Fire
632855,Ethan's Quilava,Ethans Quilava,3,24269,2025-07-14 12:10:00,1,0.18,0.51,50,0.41,,Reverse Holofoil,033/182,Common,Fire
632855,Ethan's Quilava,Ethans Quilava,3,24269,2025-07-14 12:10:00,1,0.09,0.33,5.09,0.29,,Normal,033/182,Common,Fire
632856,Team Rocket's Houndour,Team Rockets Houndour,3,24269,2025-07-14 12:10:09,1,0.01,0.1,20,0.05,0.02,Normal,037/182,Common,Fire
632856,Team Rocket's Houndour,Team Rockets Houndour,3,24269,2025-07-14 12:10:09,1,0.01,0.18,20,0.12,0.17,Reverse Holofoil,037/182,Common,Fire
632857,Team Rocket's Houndoom - 038/182,Team Rockets Houndoom 038 182,3,24269,2025-07-14 12:10:09,1,0.01,0.11,20,0.1,0.08,Normal,038/182,Uncommon,Fire
632857,Team Rocket's Houndoom - 038/182,Team Rockets Houndoom 038 182,3,24269,2025-07-14 12:10:09,1,0.1,0.57,20,0.57,0.71,Reverse Holofoil,038/182,Uncommon,Fire
632858,Ethan's Ho-Oh ex - 039/182,Ethans Ho Oh ex 039 182,3,24269,2025-07-14 12:10:00,1,0.46,1.62,17.95,1.2,,Holofoil,039/182,Double Rare,Fire
632859,Torchic,Torchic,3,24269,2025-07-14 12:10:15,1,0.03,0.2,20,0.15,0.2,Reverse Holofoil,040/182,Common,Fire
632859,Torchic,Torchic,3,24269,2025-07-14 12:10:15,1,0.01,0.12,20,0.1,0.1,Normal,040/182,Common,Fire
632860,Combusken,Combusken,3,24269,2025-07-14 12:09:58,1,0.01,0.15,20,0.15,0.2,Normal,041/182,Common,Fire
632860,Combusken,Combusken,3,24269,2025-07-14 12:09:58,1,0.03,0.2,4.95,0.13,0.13,Reverse Holofoil,041/182,Common,Fire
632861,Blaziken - 042/182,Blaziken 042 182,3,24269,2025-07-14 12:09:57,1,0.07,0.34,4.95,0.31,0.36,Reverse Holofoil,042/182,Rare,Fire
632861,Blaziken - 042/182,Blaziken 042 182,3,24269,2025-07-14 12:09:57,1,0.01,0.19,20,0.18,0.14,Holofoil,042/182,Rare,Fire
632862,Heat Rotom,Heat Rotom,3,24269,2025-07-14 12:10:01,1,0.01,0.16,5.01,0.16,0.17,Reverse Holofoil,043/182,Common,Fire
632862,Heat Rotom,Heat Rotom,3,24269,2025-07-14 12:10:01,1,0.01,0.1,20,0.09,0.08,Normal,043/182,Common,Fire
632863,Hearthflame Mask Ogerpon,Hearthflame Mask Ogerpon,3,24269,2025-07-14 12:10:01,1,0.08,0.45,4.95,0.46,0.6,Reverse Holofoil,044/182,Uncommon,Fire
632863,Hearthflame Mask Ogerpon,Hearthflame Mask Ogerpon,3,24269,2025-07-14 12:10:01,1,0.01,0.1,20,0.07,0.07,Normal,044/182,Uncommon,Fire
632864,Team Rocket's Articuno,Team Rockets Articuno,3,24269,2025-07-14 12:10:08,1,0.08,0.5,4.95,0.37,,Reverse Holofoil,051/182,Rare,Water
632864,Team Rocket's Articuno,Team Rockets Articuno,3,24269,2025-07-14 12:10:08,1,0.01,0.24,5.03,0.16,0.16,Holofoil,051/182,Rare,Water
632865,Cynthia's Feebas,Cynthias Feebas,3,24269,2025-07-14 12:09:58,1,0.01,0.15,20,0.13,0.11,Normal,052/182,Common,Water
632865,Cynthia's Feebas,Cynthias Feebas,3,24269,2025-07-14 12:09:58,1,0.12,0.31,5.12,0.31,,Reverse Holofoil,052/182,Common,Water
632866,Cynthia's Milotic,Cynthias Milotic,3,24269,2025-07-14 12:09:58,1,0.09,0.45,5.2,0.43,0.49,Reverse Holofoil,053/182,Uncommon,Water
632866,Cynthia's Milotic,Cynthias Milotic,3,24269,2025-07-14 12:09:58,1,0.01,0.1,20,0.1,0.08,Normal,053/182,Uncommon,Water
632867,Clamperl - 054/182,Clamperl 054 182,3,24269,2025-07-14 12:09:58,1,0.01,0.16,4.95,0.15,0.14,Reverse Holofoil,054/182,Common,Water
632867,Clamperl - 054/182,Clamperl 054 182,3,24269,2025-07-14 12:09:58,1,0.01,0.11,20,0.13,0.1,Normal,054/182,Common,Water
632868,Huntail,Huntail,3,24269,2025-07-14 12:10:01,1,0.01,0.1,20,0.09,0.06,Normal,055/182,Uncommon,Water
632868,Huntail,Huntail,3,24269,2025-07-14 12:10:01,1,0.05,0.28,4.95,0.28,0.27,Reverse Holofoil,055/182,Uncommon,Water
632869,Gorebyss,Gorebyss,3,24269,2025-07-14 12:10:01,1,0.07,0.32,4.95,0.4,0.4,Reverse Holofoil,056/182,Rare,Water
632869,Gorebyss,Gorebyss,3,24269,2025-07-14 12:10:01,1,0.01,0.15,20,0.14,0.14,Holofoil,056/182,Rare,Water
632870,Buizel,Buizel,3,24269,2025-07-14 12:09:57,1,0.01,0.17,4.95,0.15,0.15,Reverse Holofoil,057/182,Common,Water
632870,Buizel,Buizel,3,24269,2025-07-14 12:09:57,1,0.01,0.11,4.95,0.09,0.09,Normal,057/182,Common,Water
632871,Floatzel,Floatzel,3,24269,2025-07-14 12:10:00,1,0.03,0.4,5.03,0.46,0.64,Reverse Holofoil,058/182,Uncommon,Water
632871,Floatzel,Floatzel,3,24269,2025-07-14 12:10:00,1,0.01,0.1,20,0.05,0.04,Normal,058/182,Uncommon,Water
632872,Snover,Snover,3,24269,2025-07-14 12:10:06,1,0.02,0.16,20,0.13,0.12,Reverse Holofoil,059/182,Common,Water
632872,Snover,Snover,3,24269,2025-07-14 12:10:06,1,0.01,0.1,20,0.1,0.05,Normal,059/182,Common,Water
632873,Abomasnow,Abomasnow,3,24269,2025-08-11 16:25:43,1,0.06,0.49,4.95,0.79,1.14,Reverse Holofoil,060/182,Uncommon,Water
632873,Abomasnow,Abomasnow,3,24269,2025-08-11 16:25:43,1,0.01,0.1,4.95,0.06,0.04,Normal,060/182,Uncommon,Water
632874,Wash Rotom,Wash Rotom,3,24269,2025-07-14 12:10:15,1,0.01,0.1,20,0.1,0.1,Normal,061/182,Common,Water
632874,Wash Rotom,Wash Rotom,3,24269,2025-07-14 12:10:15,1,0.01,0.15,20,0.14,0.13,Reverse Holofoil,061/182,Common,Water
632875,Arrokuda,Arrokuda,3,24269,2025-07-14 12:09:57,1,0.01,0.15,5.01,0.1,0.07,Reverse Holofoil,062/182,Common,Water
632875,Arrokuda,Arrokuda,3,24269,2025-07-14 12:09:57,1,0.01,0.1,20,0.07,0.06,Normal,062/182,Common,Water
632876,Barraskewda,Barraskewda,3,24269,2025-07-14 12:09:57,1,0.1,0.4,4.95,0.43,0.54,Reverse Holofoil,063/182,Uncommon,Water
632876,Barraskewda,Barraskewda,3,24269,2025-07-14 12:09:57,1,0.01,0.1,20,0.07,0.05,Normal,063/182,Uncommon,Water
632877,Cetoddle,Cetoddle,3,24269,2025-07-14 12:09:58,1,0.01,0.15,4.95,0.15,0.14,Reverse Holofoil,064/182,Common,Water
632877,Cetoddle,Cetoddle,3,24269,2025-07-14 12:09:58,1,0.01,0.1,20,0.06,0.04,Normal,064/182,Common,Water
632878,Cetitan ex - 065/182,Cetitan ex 065 182,3,24269,2025-07-14 12:09:57,1,0.15,0.6,5.25,0.52,0.5,Holofoil,065/182,Double Rare,Water
632879,Dondozo ex - 066/182,Dondozo ex 066 182,3,24269,2025-07-14 12:09:59,1,0.1,0.65,10.15,0.57,0.5,Holofoil,066/182,Double Rare,Water
632880,Wellspring Mask Ogerpon,Wellspring Mask Ogerpon,3,24269,2025-07-14 12:10:15,1,0.01,0.1,20,0.09,0.09,Normal,067/182,Uncommon,Water
632880,Wellspring Mask Ogerpon,Wellspring Mask Ogerpon,3,24269,2025-07-14 12:10:15,1,0.16,0.5,20,0.52,,Reverse Holofoil,067/182,Uncommon,Water
632881,Electabuzz,Electabuzz,3,24269,2025-07-14 12:09:59,1,0.02,0.17,4.95,0.17,0.13,Reverse Holofoil,068/182,Common,Lightning
632881,Electabuzz,Electabuzz,3,24269,2025-07-14 12:09:59,1,0.01,0.1,20,0.05,0.04,Normal,068/182,Common,Lightning
632882,Electivire ex - 069/182,Electivire ex 069 182,3,24269,2025-07-14 12:09:59,1,0.1,0.71,5.25,0.62,1,Holofoil,069/182,Double Rare,Lightning
