productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost
247675,Fusion Strike Premium Checklane Blister [Cinderace],Fusion Strike Premium Checklane Blister Cinderace,https://tcgplayer-cdn.tcgplayer.com/product/247675_200w.jpg,3,2906,https://cpt.tcgcsv.com/w5_2,2021-11-17T18:55:48.85,1,"Contains 1 Sword & Shield—Evolving Skies booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
247676,Fusion Strike Premium Checklane Blister [Rillaboom],Fusion Strike Premium Checklane Blister Rillaboom,https://tcgplayer-cdn.tcgplayer.com/product/247676_200w.jpg,3,2906,https://cpt.tcgcsv.com/x5_2,2021-11-17T18:55:56.287,1,"Contains 1 Sword & Shield—Evolving Skies booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",,,,,,,,,,,,,,,,,
247817,Hoopa V Box,Hoopa V Box,https://tcgplayer-cdn.tcgplayer.com/product/247817_200w.jpg,3,2906,https://cpt.tcgcsv.com/m8_2,2021-11-17T05:03:06.813,1,"The Pokémon TCG: Hoopa V Box includes:
<br>• 1 foil promo featuring Hoopa V
<br>• 1 foil oversized card featuring Hoopa V
<br>• 4 Pokémon TCG booster packs
<br>• A code card for the Pokémon Trading Card Game Online
<br><br><em>(Pokemon TCG booster packs vary by product.)</em>",0820650839030,69.69,75.99,85.0,64.05,,Normal,,,,,,,,,,
249619,Hoopa V Box / Dragonite V Box [Set of 2],Hoopa V Box Dragonite V Box Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/249619_200w.jpg,3,2906,https://cpt.tcgcsv.com/pS_2,2021-11-17T05:03:06.813,1,"Contains 1 Hoopa V Box and 1 Dragonite V Box. The Pokémon TCG: Hoopa V Box and Dragonite V Box includes:
• 1 foil promo featuring Hoopa V/ Dragonite V
• 1 foil oversized card featuring Hoopa V/ Dragonite V
• 4 Pokémon TCG booster packs
• A code card for the Pokémon Trading Card Game Online
<br><br><em>(Pokemon TCG booster packs vary by product.)</em>",,168.99,235.5,300.0,131.58,,Normal,,,,,,,,,,
253069,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/253069_200w.jpg,3,2906,https://cpt.tcgcsv.com/pf23,2025-02-07T20:13:10.567,1,,,0.01,0.1,19.95,0.08,,Normal,001/264,Common,Grass,50,Basic,"[1] Flock
<br>Search your deck for a Caterpie and put it onto your Bench. Then, shuffle your deck.",[G] Bug Bite (10),Rx2,None,1
253069,Caterpie,Caterpie,https://tcgplayer-cdn.tcgplayer.com/product/253069_200w.jpg,3,2906,https://cpt.tcgcsv.com/pf23,2025-02-07T20:13:10.567,1,,,0.05,0.2,4.95,0.19,,Reverse Holofoil,001/264,Common,Grass,50,Basic,"[1] Flock
<br>Search your deck for a Caterpie and put it onto your Bench. Then, shuffle your deck.",[G] Bug Bite (10),Rx2,None,1
253072,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/253072_200w.jpg,3,2906,https://cpt.tcgcsv.com/sf23,2021-11-12T05:03:11.043,1,"[Ability] - Exoskeleton
<br>This Pokemon takes 20 less damage from attacks <em>(after applying Weakness and Resistance).</em>",,0.01,0.11,10.03,0.09,0.05,Normal,002/264,Uncommon,Grass,80,Stage 1,[G] Ram (10),,Rx2,None,3
253072,Metapod,Metapod,https://tcgplayer-cdn.tcgplayer.com/product/253072_200w.jpg,3,2906,https://cpt.tcgcsv.com/sf23,2021-11-12T05:03:11.043,1,"[Ability] - Exoskeleton
<br>This Pokemon takes 20 less damage from attacks <em>(after applying Weakness and Resistance).</em>",,0.09,0.25,4.95,0.23,0.23,Reverse Holofoil,002/264,Uncommon,Grass,80,Stage 1,[G] Ram (10),,Rx2,None,3
253073,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/253073_200w.jpg,3,2906,https://cpt.tcgcsv.com/tf23,2025-02-07T20:13:10.653,1,"[Ability] - Tricolored Scales
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may make your opponent's Active Pokemon Burned, Confused, and Poisoned.",,0.11,0.3,4.95,0.34,,Reverse Holofoil,003/264,Holo Rare,Grass,120,Stage 2,[1G] Gust (90),,Rx2,None,1
253073,Butterfree,Butterfree,https://tcgplayer-cdn.tcgplayer.com/product/253073_200w.jpg,3,2906,https://cpt.tcgcsv.com/tf23,2025-02-07T20:13:10.653,1,"[Ability] - Tricolored Scales
<br>When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may make your opponent's Active Pokemon Burned, Confused, and Poisoned.",,0.05,0.24,4.95,0.21,,Holofoil,003/264,Holo Rare,Grass,120,Stage 2,[1G] Gust (90),,Rx2,None,1
253074,Shroomish,Shroomish,https://tcgplayer-cdn.tcgplayer.com/product/253074_200w.jpg,3,2906,https://cpt.tcgcsv.com/vf23,2025-02-07T20:13:10.707,1,,,0.09,0.23,4.95,0.19,0.09,Reverse Holofoil,004/264,Common,Grass,60,Basic,[G] Tackle (10),[1G] Seed Bomb (20),Rx2,None,1
253074,Shroomish,Shroomish,https://tcgplayer-cdn.tcgplayer.com/product/253074_200w.jpg,3,2906,https://cpt.tcgcsv.com/vf23,2025-02-07T20:13:10.707,1,,,0.01,0.1,4.95,0.07,,Normal,004/264,Common,Grass,60,Basic,[G] Tackle (10),[1G] Seed Bomb (20),Rx2,None,1
253075,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/253075_200w.jpg,3,2906,https://cpt.tcgcsv.com/wf23,2025-02-07T20:13:10.753,1,,,0.08,0.2,4.95,0.16,,Reverse Holofoil,005/264,Uncommon,Grass,120,Stage 1,[G] Headbutt (30),"[1GG] Impact Blow (150)
<br>During your next turn, this Pokemon can't use Impact Blow.",Rx2,None,2
253075,Breloom,Breloom,https://tcgplayer-cdn.tcgplayer.com/product/253075_200w.jpg,3,2906,https://cpt.tcgcsv.com/wf23,2025-02-07T20:13:10.753,1,,,0.01,0.11,4.95,0.09,,Normal,005/264,Uncommon,Grass,120,Stage 1,[G] Headbutt (30),"[1GG] Impact Blow (150)
<br>During your next turn, this Pokemon can't use Impact Blow.",Rx2,None,2
253076,Breloom V,Breloom V,https://tcgplayer-cdn.tcgplayer.com/product/253076_200w.jpg,3,2906,https://cpt.tcgcsv.com/xf23,2025-02-07T20:13:10.81,1,,,0.38,0.99,89.0,0.71,0.7,Holofoil,006/264,Ultra Rare,Grass,210,Basic,"[1G] Counter (20+)
<br>If this Pokemon was damaged by an attack during your opponent's turn, tis attack does that much more damage.",[1GG] Mach Cross (140),Rx2,None,2
253077,Pansage,Pansage,https://tcgplayer-cdn.tcgplayer.com/product/253077_200w.jpg,3,2906,https://cpt.tcgcsv.com/zf23,2021-11-12T05:03:11.043,1,,,0.07,0.19,4.95,0.16,,Reverse Holofoil,007/264,Common,Grass,60,Basic,[G] Scratch (20),,Rx2,None,1
253077,Pansage,Pansage,https://tcgplayer-cdn.tcgplayer.com/product/253077_200w.jpg,3,2906,https://cpt.tcgcsv.com/zf23,2021-11-12T05:03:11.043,1,,,0.01,0.1,4.95,0.06,0.02,Normal,007/264,Common,Grass,60,Basic,[G] Scratch (20),,Rx2,None,1
253078,Simisage,Simisage,https://tcgplayer-cdn.tcgplayer.com/product/253078_200w.jpg,3,2906,https://cpt.tcgcsv.com/Bf23,2024-01-03T20:51:58.437,1,,,0.01,0.1,10.02,0.06,0.01,Normal,008/264,Uncommon,Grass,100,Stage 1,"[G] Return (30)
<br>You may draw cards until you have 6 cards in your hand.",[1G] Whip Smash (70),Rx2,None,1
253078,Simisage,Simisage,https://tcgplayer-cdn.tcgplayer.com/product/253078_200w.jpg,3,2906,https://cpt.tcgcsv.com/Bf23,2024-01-03T20:51:58.437,1,,,0.07,0.2,4.95,0.17,0.15,Reverse Holofoil,008/264,Uncommon,Grass,100,Stage 1,"[G] Return (30)
<br>You may draw cards until you have 6 cards in your hand.",[1G] Whip Smash (70),Rx2,None,1
253079,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/253079_200w.jpg,3,2906,https://cpt.tcgcsv.com/Cf23,2021-11-12T05:03:11.043,1,,,0.09,0.24,4.95,0.23,0.2,Reverse Holofoil,009/264,Common,Grass,50,Basic,[G] Grass Munch (10),,Rx2,None,1
253079,Sewaddle,Sewaddle,https://tcgplayer-cdn.tcgplayer.com/product/253079_200w.jpg,3,2906,https://cpt.tcgcsv.com/Cf23,2021-11-12T05:03:11.043,1,,,0.01,0.1,4.95,0.08,0.03,Normal,009/264,Common,Grass,50,Basic,[G] Grass Munch (10),,Rx2,None,1
253080,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/253080_200w.jpg,3,2906,https://cpt.tcgcsv.com/Df23,2023-06-02T11:07:10.167,1,,,0.08,0.24,4.95,0.2,0.14,Reverse Holofoil,010/264,Uncommon,Grass,80,Stage 1,"[G] Trip Over (10+)
<br>Flip a coin. If heads, this attack does 20 more damage.",[2G] Seed Bomb (60),Rx2,None,2
253080,Swadloon,Swadloon,https://tcgplayer-cdn.tcgplayer.com/product/253080_200w.jpg,3,2906,https://cpt.tcgcsv.com/Df23,2023-06-02T11:07:10.167,1,,,0.01,0.14,4.95,0.09,0.09,Normal,010/264,Uncommon,Grass,80,Stage 1,"[G] Trip Over (10+)
<br>Flip a coin. If heads, this attack does 20 more damage.",[2G] Seed Bomb (60),Rx2,None,2
253081,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/253081_200w.jpg,3,2906,https://cpt.tcgcsv.com/Ff23,2025-02-07T20:13:10.857,1,,,0.1,0.25,4.99,0.2,,Reverse Holofoil,011/264,Rare,Grass,130,Stage 2,"[2] Healing Circle
<br>Heal all damage from each of your Benched Pokemon. If you healed any damage in this way, shuffle this Pokemon and all attached cards into your deck.",[2G] Razor Leaf (120),Rx2,None,1
253081,Leavanny,Leavanny,https://tcgplayer-cdn.tcgplayer.com/product/253081_200w.jpg,3,2906,https://cpt.tcgcsv.com/Ff23,2025-02-07T20:13:10.857,1,,,0.05,0.21,4.95,0.21,0.1,Normal,011/264,Rare,Grass,130,Stage 2,"[2] Healing Circle
<br>Heal all damage from each of your Benched Pokemon. If you healed any damage in this way, shuffle this Pokemon and all attached cards into your deck.",[2G] Razor Leaf (120),Rx2,None,1
253086,Maractus,Maractus,https://tcgplayer-cdn.tcgplayer.com/product/253086_200w.jpg,3,2906,https://cpt.tcgcsv.com/Lf23,2024-10-27T16:07:37.81,1,,,0.07,0.22,10.08,0.18,0.19,Reverse Holofoil,012/264,Rare,Grass,110,Basic,[G] Peck (20),"[1G] Ditch and Shake (50x)
<br>Discard any number of Pokemon Tool cards from your hand. This attack does 50 damage for each card you discarded this way.",Rx2,None,2
253086,Maractus,Maractus,https://tcgplayer-cdn.tcgplayer.com/product/253086_200w.jpg,3,2906,https://cpt.tcgcsv.com/Lf23,2024-10-27T16:07:37.81,1,,,0.01,0.15,5.04,0.09,0.05,Normal,012/264,Rare,Grass,110,Basic,[G] Peck (20),"[1G] Ditch and Shake (50x)
<br>Discard any number of Pokemon Tool cards from your hand. This attack does 50 damage for each card you discarded this way.",Rx2,None,2
253087,Shelmet,Shelmet,https://tcgplayer-cdn.tcgplayer.com/product/253087_200w.jpg,3,2906,https://cpt.tcgcsv.com/Mf23,2024-10-15T15:47:37.88,1,,,0.06,0.23,5.07,0.21,0.13,Reverse Holofoil,013/264,Common,Grass,70,Basic,[G] Spit Beam (20),,Rx2,None,3
253087,Shelmet,Shelmet,https://tcgplayer-cdn.tcgplayer.com/product/253087_200w.jpg,3,2906,https://cpt.tcgcsv.com/Mf23,2024-10-15T15:47:37.88,1,,,0.01,0.1,19.95,0.06,0.02,Normal,013/264,Common,Grass,70,Basic,[G] Spit Beam (20),,Rx2,None,3
253089,Adventurer's Discovery,Adventurers Discovery,https://tcgplayer-cdn.tcgplayer.com/product/253089_200w.jpg,3,2906,https://cpt.tcgcsv.com/Pf23,2025-05-10T15:38:45.623,1,"Search your deck for up to 3 Pokemon V, reveal them, and put them into your hand. Then, shuffle your deck.",,0.05,0.27,5.48,0.25,0.14,Reverse Holofoil,224/264,Uncommon,Supporter,,,,,,,
253089,Adventurer's Discovery,Adventurers Discovery,https://tcgplayer-cdn.tcgplayer.com/product/253089_200w.jpg,3,2906,https://cpt.tcgcsv.com/Pf23,2025-05-10T15:38:45.623,1,"Search your deck for up to 3 Pokemon V, reveal them, and put them into your hand. Then, shuffle your deck.",,0.01,0.15,4.95,0.1,0.07,Normal,224/264,Uncommon,Supporter,,,,,,,
253090,Accelgor,Accelgor,https://tcgplayer-cdn.tcgplayer.com/product/253090_200w.jpg,3,2906,https://cpt.tcgcsv.com/Qf23,2024-10-15T15:47:38.513,1,,,0.1,0.23,4.95,0.19,0.16,Reverse Holofoil,014/264,Rare,Grass,90,Stage 1,"[2G] Ninja Tornado (120)
<br>If this Pokemon moved from your bench to the Active Spot this turn, this attack can be used for G.",,Rx2,None,1
253090,Accelgor,Accelgor,https://tcgplayer-cdn.tcgplayer.com/product/253090_200w.jpg,3,2906,https://cpt.tcgcsv.com/Qf23,2024-10-15T15:47:38.513,1,,,0.01,0.15,5.03,0.12,0.07,Normal,014/264,Rare,Grass,90,Stage 1,"[2G] Ninja Tornado (120)
<br>If this Pokemon moved from your bench to the Active Spot this turn, this attack can be used for G.",,Rx2,None,1
253091,Battle VIP Pass,Battle VIP Pass,https://tcgplayer-cdn.tcgplayer.com/product/253091_200w.jpg,3,2906,https://cpt.tcgcsv.com/Rf23,2024-10-18T19:31:46.867,1,"You can use this card only during your first turn.
<br>Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",,0.1,0.42,8.76,0.35,0.32,Reverse Holofoil,225/264,Uncommon,Item,,,,,,,
253091,Battle VIP Pass,Battle VIP Pass,https://tcgplayer-cdn.tcgplayer.com/product/253091_200w.jpg,3,2906,https://cpt.tcgcsv.com/Rf23,2024-10-18T19:31:46.867,1,"You can use this card only during your first turn.
<br>Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",,0.01,0.2,40.0,0.15,0.1,Normal,225/264,Uncommon,Item,,,,,,,
253092,Virizion,Virizion,https://tcgplayer-cdn.tcgplayer.com/product/253092_200w.jpg,3,2906,https://cpt.tcgcsv.com/Sf23,2024-10-15T15:47:37.987,1,,,0.03,0.15,4.95,0.11,0.1,Normal,015/264,Rare,Grass,110,Basic,"[G] Bail Out
<br>Put up to 2 Pokemon from you discard pile into your hand.",[2G] Solar Beam (90),Rx2,None,1
253092,Virizion,Virizion,https://tcgplayer-cdn.tcgplayer.com/product/253092_200w.jpg,3,2906,https://cpt.tcgcsv.com/Sf23,2024-10-15T15:47:37.987,1,,,0.05,0.25,4.95,0.18,,Reverse Holofoil,015/264,Rare,Grass,110,Basic,"[G] Bail Out
<br>Put up to 2 Pokemon from you discard pile into your hand.",[2G] Solar Beam (90),Rx2,None,1
253093,Bug Catcher,Bug Catcher,https://tcgplayer-cdn.tcgplayer.com/product/253093_200w.jpg,3,2906,https://cpt.tcgcsv.com/Tf23,2021-11-12T05:03:11.043,1,"Draw 2 cards. Flip a coin. If heads, draw 2 more cards.",,0.01,0.1,4.95,0.07,0.03,Normal,226/264,Uncommon,Supporter,,,,,,,
253093,Bug Catcher,Bug Catcher,https://tcgplayer-cdn.tcgplayer.com/product/253093_200w.jpg,3,2906,https://cpt.tcgcsv.com/Tf23,2021-11-12T05:03:11.043,1,"Draw 2 cards. Flip a coin. If heads, draw 2 more cards.",,0.03,0.2,5.03,0.12,0.12,Reverse Holofoil,226/264,Uncommon,Supporter,,,,,,,
253094,Phantump,Phantump,https://tcgplayer-cdn.tcgplayer.com/product/253094_200w.jpg,3,2906,https://cpt.tcgcsv.com/Vf23,2021-11-12T05:03:11.043,1,,,0.01,0.1,4.95,0.06,0.03,Normal,016/264,Common,Grass,60,Basic,[1] Tackle (10),[1G] Seed Bomb (20),Rx2,None,1
253094,Phantump,Phantump,https://tcgplayer-cdn.tcgplayer.com/product/253094_200w.jpg,3,2906,https://cpt.tcgcsv.com/Vf23,2021-11-12T05:03:11.043,1,,,0.03,0.18,4.95,0.16,0.08,Reverse Holofoil,016/264,Common,Grass,60,Basic,[1] Tackle (10),[1G] Seed Bomb (20),Rx2,None,1
253096,Trevenant,Trevenant,https://tcgplayer-cdn.tcgplayer.com/product/253096_200w.jpg,3,2906,https://cpt.tcgcsv.com/Xf23,2025-02-07T20:13:10.907,1,,,0.01,0.1,4.95,0.07,,Normal,017/264,Uncommon,Grass,120,Stage 1,[1G] Gentle Slap (40),[2G] Wood Hammer (90),Rx2,None,2
253096,Trevenant,Trevenant,https://tcgplayer-cdn.tcgplayer.com/product/253096_200w.jpg,3,2906,https://cpt.tcgcsv.com/Xf23,2025-02-07T20:13:10.907,1,,,0.08,0.2,4.95,0.18,0.15,Reverse Holofoil,017/264,Uncommon,Grass,120,Stage 1,[1G] Gentle Slap (40),[2G] Wood Hammer (90),Rx2,None,2
253097,Chili & Cilan & Cress,Chili and Cilan and Cress,https://tcgplayer-cdn.tcgplayer.com/product/253097_200w.jpg,3,2906,https://cpt.tcgcsv.com/Zf23,2025-02-07T20:13:10.943,1,"Search your deck for up to 3 Fusion Strike Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",,0.04,0.22,4.95,0.16,,Reverse Holofoil,227/264,Uncommon,Supporter,,,,,,,
253097,Chili & Cilan & Cress,Chili and Cilan and Cress,https://tcgplayer-cdn.tcgplayer.com/product/253097_200w.jpg,3,2906,https://cpt.tcgcsv.com/Zf23,2025-02-07T20:13:10.943,1,"Search your deck for up to 3 Fusion Strike Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",,0.01,0.1,4.95,0.05,,Normal,227/264,Uncommon,Supporter,,,,,,,
