productId,name,cleanName,categoryId,groupId,modifiedOn,imageCount,lowPrice,avgPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType
642130,Simisear,Simisear,3,24326,2025-07-18 17:53:51,1,0.01,0.1,4.99,0.06,0.05,Normal,015/086,Uncommon,Fire
642131,Heatmor,Heatmor,3,24326,2025-07-18 17:53:53,1,0.1,0.23,4.99,0.22,,Reverse Holofoil,019/086,Uncommon,Fire
642131,Heatmor,Heatmor,3,24326,2025-07-18 17:53:53,1,0.01,0.11,15,0.09,0.07,Normal,019/086,Uncommon,Fire
642132,Reshiram ex,Reshiram ex,3,24326,2025-07-18 17:53:54,1,0.2,0.84,9.95,0.53,,Holofoil,020/086,Double Rare,Fire
642133,Oshawott,Oshawott,3,24326,2025-07-18 17:53:54,1,0.01,0.1,4.99,0.09,,Normal,021/086,Common,Water
642133,Oshawott,Oshawott,3,24326,2025-07-18 17:53:54,1,0.01,0.19,4.99,0.15,,Reverse Holofoil,021/086,Common,Water
642134,Dewott,Dewott,3,24326,2025-07-18 17:53:54,1,0.01,0.11,4.99,0.08,0.05,Normal,022/086,Common,Water
642134,Dewott,Dewott,3,24326,2025-07-18 17:53:54,1,0.04,0.23,4.99,0.24,,Reverse Holofoil,022/086,Common,Water
642135,Samurott,Samurott,3,24326,2025-07-18 17:53:55,1,0.02,0.19,4.99,0.18,0.13,Holofoil,023/086,Rare,Water
642135,Samurott,Samurott,3,24326,2025-07-18 17:53:55,1,0.13,0.33,4.99,0.3,,Reverse Holofoil,023/086,Rare,Water
642136,Basculin,Basculin,3,24326,2025-07-18 17:53:55,1,0.01,0.1,4.99,0.05,0.04,Normal,024/086,Common,Water
642136,Basculin,Basculin,3,24326,2025-07-18 17:53:55,1,0.05,0.2,4.99,0.17,0.13,Reverse Holofoil,024/086,Common,Water
642137,Ducklett,Ducklett,3,24326,2025-07-18 17:53:55,1,0.03,0.18,4.99,0.13,,Reverse Holofoil,025/086,Common,Water
642137,Ducklett,Ducklett,3,24326,2025-07-18 17:53:55,1,0.01,0.1,4.99,0.05,0.05,Normal,025/086,Common,Water
642138,Swanna,Swanna,3,24326,2025-07-18 17:53:56,1,0.01,0.1,4.99,0.06,0.05,Normal,026/086,Uncommon,Water
642138,Swanna,Swanna,3,24326,2025-07-18 17:53:56,1,0.1,0.24,4.99,0.21,0.19,Reverse Holofoil,026/086,Uncommon,Water
642139,Vanillite,Vanillite,3,24326,2025-07-18 17:53:57,1,0.01,0.09,4.99,0.04,0.04,Normal,027/086,Common,Water
642139,Vanillite,Vanillite,3,24326,2025-07-18 17:53:57,1,0.05,0.19,4.99,0.16,0.14,Reverse Holofoil,027/086,Common,Water
642140,Vanillish,Vanillish,3,24326,2025-07-18 17:53:57,1,0.01,0.1,4.99,0.06,0.06,Normal,028/086,Common,Water
642140,Vanillish,Vanillish,3,24326,2025-07-18 17:53:57,1,0.04,0.25,4.99,0.21,,Reverse Holofoil,028/086,Common,Water
642141,Vanilluxe,Vanilluxe,3,24326,2025-07-18 17:53:57,1,0.01,0.1,4.99,0.06,0.05,Normal,029/086,Uncommon,Water
642141,Vanilluxe,Vanilluxe,3,24326,2025-07-18 17:53:57,1,0.05,0.25,4.99,0.29,0.28,Reverse Holofoil,029/086,Uncommon,Water
642142,Keldeo ex,Keldeo ex,3,24326,2025-07-18 17:53:58,1,0.14,0.5,5.95,0.37,0.29,Holofoil,030/086,Double Rare,Water
642143,Blitzle,Blitzle,3,24326,2025-07-18 17:53:58,1,0.02,0.18,4.99,0.17,0.09,Reverse Holofoil,031/086,Common,Lightning
642143,Blitzle,Blitzle,3,24326,2025-07-18 17:53:58,1,0.01,0.1,4.99,0.08,0.05,Normal,031/086,Common,Lightning
642144,Zebstrika,Zebstrika,3,24326,2025-07-18 17:53:58,1,0.01,0.1,4.99,0.06,0.05,Normal,032/086,Uncommon,Lightning
642144,Zebstrika,Zebstrika,3,24326,2025-07-18 17:53:58,1,0.15,0.35,4.99,0.34,,Reverse Holofoil,032/086,Uncommon,Lightning
642145,Joltik,Joltik,3,24326,2025-07-18 17:53:59,1,0.03,0.22,27,0.14,,Reverse Holofoil,033/086,Common,Lightning
642145,Joltik,Joltik,3,24326,2025-07-18 17:53:59,1,0.01,0.1,4.99,0.05,0.03,Normal,033/086,Common,Lightning
642146,Galvantula,Galvantula,3,24326,2025-07-18 17:53:59,1,0.01,0.1,4.99,0.05,0.03,Normal,034/086,Uncommon,Lightning
642146,Galvantula,Galvantula,3,24326,2025-07-18 17:53:59,1,0.15,0.23,4.99,0.22,,Reverse Holofoil,034/086,Uncommon,Lightning
642147,Stunfisk,Stunfisk,3,24326,2025-07-18 17:54:00,1,0.05,0.2,4.99,0.21,0.21,Reverse Holofoil,035/086,Uncommon,Lightning
642147,Stunfisk,Stunfisk,3,24326,2025-07-18 17:54:00,1,0.01,0.1,4.99,0.05,0.04,Normal,035/086,Uncommon,Lightning
642148,Woobat,Woobat,3,24326,2025-07-18 17:54:00,1,0.05,0.18,4.99,0.18,0.16,Reverse Holofoil,036/086,Common,Psychic
642148,Woobat,Woobat,3,24326,2025-07-18 17:54:00,1,0.01,0.1,4.99,0.06,0.06,Normal,036/086,Common,Psychic
642149,Swoobat,Swoobat,3,24326,2025-07-18 17:54:01,1,0.01,0.1,4.99,0.07,0.06,Normal,037/086,Uncommon,Psychic
642149,Swoobat,Swoobat,3,24326,2025-07-18 17:54:01,1,0.1,0.21,4.99,0.21,0.21,Reverse Holofoil,037/086,Uncommon,Psychic
642150,Sigilyph,Sigilyph,3,24326,2025-07-18 17:54:01,1,0.09,0.52,4.99,0.43,,Reverse Holofoil,038/086,Uncommon,Psychic
642150,Sigilyph,Sigilyph,3,24326,2025-07-18 17:54:01,1,0.01,0.1,4.99,0.06,0.05,Normal,038/086,Uncommon,Psychic
642151,Yamask,Yamask,3,24326,2025-07-18 17:54:01,1,0.1,0.34,4.99,0.3,0.19,Reverse Holofoil,039/086,Common,Psychic
642151,Yamask,Yamask,3,24326,2025-07-18 17:54:01,1,0.01,0.1,4.99,0.07,0.05,Normal,039/086,Common,Psychic
642152,Cofagrigus,Cofagrigus,3,24326,2025-07-18 17:54:02,1,0.16,0.38,4.99,0.35,,Reverse Holofoil,040/086,Rare,Psychic
642152,Cofagrigus,Cofagrigus,3,24326,2025-07-18 17:54:02,1,0.02,0.15,4.99,0.12,0.09,Holofoil,040/086,Rare,Psychic
642153,Gothita,Gothita,3,24326,2025-07-18 17:54:02,1,0.05,0.2,4.99,0.17,,Reverse Holofoil,041/086,Common,Psychic
642153,Gothita,Gothita,3,24326,2025-07-18 17:54:02,1,0.01,0.1,4.99,0.05,0.05,Normal,041/086,Common,Psychic
642154,Gothorita,Gothorita,3,24326,2025-07-18 17:54:03,1,0.01,0.12,4.99,0.09,0.07,Normal,042/086,Common,Psychic
642154,Gothorita,Gothorita,3,24326,2025-07-18 17:54:03,1,0.02,0.2,4.99,0.19,0.17,Reverse Holofoil,042/086,Common,Psychic
642155,Gothitelle,Gothitelle,3,24326,2025-07-18 17:54:03,1,0.07,0.23,4.99,0.21,0.17,Reverse Holofoil,043/086,Rare,Psychic
642155,Gothitelle,Gothitelle,3,24326,2025-07-18 17:54:03,1,0.02,0.15,4.99,0.12,0.05,Holofoil,043/086,Rare,Psychic
642156,Frillish,Frillish,3,24326,2025-07-18 17:54:04,1,0.1,0.57,4321,0.5,0.43,Reverse Holofoil,044/086,Common,Psychic
642156,Frillish,Frillish,3,24326,2025-07-18 17:54:04,1,0.1,0.39,15,0.31,,Normal,044/086,Common,Psychic
642157,Jellicent ex,Jellicent ex,3,24326,2025-07-18 17:54:05,1,0.5,2.16,24.95,1.2,,Holofoil,045/086,Double Rare,Psychic
642158,Roggenrola,Roggenrola,3,24326,2025-07-18 17:54:05,1,0.01,0.1,4.99,0.09,0.07,Normal,046/086,Common,Fighting
642158,Roggenrola,Roggenrola,3,24326,2025-07-18 17:54:05,1,0.02,0.15,4.99,0.12,0.12,Reverse Holofoil,046/086,Common,Fighting
642159,Boldore,Boldore,3,24326,2025-07-18 17:54:05,1,0.01,0.1,4.99,0.08,0.05,Normal,047/086,Common,Fighting
642159,Boldore,Boldore,3,24326,2025-07-18 17:54:05,1,0.1,0.18,4.99,0.13,,Reverse Holofoil,047/086,Common,Fighting
642160,Gigalith,Gigalith,3,24326,2025-07-18 17:54:06,1,0.03,0.22,4.99,0.2,,Reverse Holofoil,048/086,Uncommon,Fighting
642160,Gigalith,Gigalith,3,24326,2025-07-18 17:54:06,1,0.01,0.12,4.99,0.13,0.09,Normal,048/086,Uncommon,Fighting
642161,Sawk,Sawk,3,24326,2025-07-18 17:54:06,1,0.01,0.1,4.99,0.08,0.05,Normal,049/086,Uncommon,Fighting
642161,Sawk,Sawk,3,24326,2025-07-18 17:54:06,1,0.02,0.18,4.99,0.14,0.13,Reverse Holofoil,049/086,Uncommon,Fighting
642162,Archen,Archen,3,24326,2025-07-18 17:54:07,1,0.32,0.9,4.99,0.77,0.67,Reverse Holofoil,050/086,Uncommon,Fighting
642162,Archen,Archen,3,24326,2025-07-18 17:54:07,1,0.02,0.11,4.99,0.11,0.07,Normal,050/086,Uncommon,Fighting
642163,Archeops,Archeops,3,24326,2025-07-18 17:54:07,1,0.01,0.15,4.99,0.12,,Holofoil,051/086,Rare,Fighting
642163,Archeops,Archeops,3,24326,2025-07-18 17:54:07,1,0.1,0.45,4.99,0.46,0.33,Reverse Holofoil,051/086,Rare,Fighting
642164,Mienfoo,Mienfoo,3,24326,2025-07-18 17:54:08,1,0.01,0.1,25,0.06,0.04,Normal,052/086,Common,Fighting
642164,Mienfoo,Mienfoo,3,24326,2025-07-18 17:54:08,1,0.01,0.14,4.99,0.11,0.09,Reverse Holofoil,052/086,Common,Fighting
642165,Mienshao,Mienshao,3,24326,2025-07-18 17:54:09,1,0.17,0.27,4.99,0.26,,Reverse Holofoil,053/086,Uncommon,Fighting
642165,Mienshao,Mienshao,3,24326,2025-07-18 17:54:09,1,0.01,0.1,4.99,0.05,0.04,Normal,053/086,Uncommon,Fighting
642166,Terrakion,Terrakion,3,24326,2025-07-18 17:54:09,1,0.01,0.14,4.99,0.13,0.12,Holofoil,054/086,Rare,Fighting
642166,Terrakion,Terrakion,3,24326,2025-07-18 17:54:09,1,0.1,0.21,4.99,0.21,,Reverse Holofoil,054/086,Rare,Fighting
642167,Purrloin,Purrloin,3,24326,2025-07-18 17:54:10,1,0.01,0.19,4.99,0.15,0.09,Reverse Holofoil,055/086,Common,Darkness
642167,Purrloin,Purrloin,3,24326,2025-07-18 17:54:10,1,0.01,0.1,4.99,0.07,0.07,Normal,055/086,Common,Darkness
642168,Liepard,Liepard,3,24326,2025-07-18 17:54:10,1,0.08,0.22,4.99,0.25,0.22,Reverse Holofoil,056/086,Uncommon,Darkness
642168,Liepard,Liepard,3,24326,2025-07-18 17:54:10,1,0.01,0.1,4.99,0.09,0.07,Normal,056/086,Uncommon,Darkness
642169,Scraggy,Scraggy,3,24326,2025-07-18 17:54:11,1,0.01,0.1,4.99,0.05,,Normal,057/086,Common,Darkness
642169,Scraggy,Scraggy,3,24326,2025-07-18 17:54:11,1,0.05,0.19,25,0.16,,Reverse Holofoil,057/086,Common,Darkness
642170,Scrafty,Scrafty,3,24326,2025-07-18 17:54:11,1,0.01,0.1,4.99,0.07,0.06,Normal,058/086,Uncommon,Darkness
642170,Scrafty,Scrafty,3,24326,2025-07-18 17:54:11,1,0.27,0.85,4.99,0.84,0.31,Reverse Holofoil,058/086,Uncommon,Darkness
642171,Trubbish,Trubbish,3,24326,2025-07-18 17:54:12,1,0.01,0.24,4.99,0.22,,Reverse Holofoil,059/086,Common,Darkness
642171,Trubbish,Trubbish,3,24326,2025-07-18 17:54:12,1,0.01,0.1,4.99,0.08,0.08,Normal,059/086,Common,Darkness
642172,Garbodor,Garbodor,3,24326,2025-07-18 17:54:13,1,0.01,0.1,4.99,0.07,0.05,Normal,060/086,Uncommon,Darkness
642172,Garbodor,Garbodor,3,24326,2025-07-18 17:54:13,1,0.1,0.29,4.99,0.3,,Reverse Holofoil,060/086,Uncommon,Darkness
642173,Zorua,Zorua,3,24326,2025-07-18 17:54:13,1,0.01,0.25,4.99,0.21,0.16,Reverse Holofoil,061/086,Common,Darkness
642173,Zorua,Zorua,3,24326,2025-07-18 17:54:13,1,0.02,0.14,4.99,0.09,0.09,Normal,061/086,Common,Darkness
642174,Zoroark,Zoroark,3,24326,2025-07-18 17:54:14,1,0.14,0.6,7.95,0.46,,Reverse Holofoil,062/086,Rare,Darkness
642174,Zoroark,Zoroark,3,24326,2025-07-18 17:54:14,1,0.06,0.25,4.99,0.18,,Holofoil,062/086,Rare,Darkness
642175,Deino,Deino,3,24326,2025-07-18 17:54:15,1,0.01,0.1,4.99,0.08,0.04,Normal,065/086,Common,Darkness
642175,Deino,Deino,3,24326,2025-07-18 17:54:15,1,0.08,0.17,4.99,0.15,0.08,Reverse Holofoil,065/086,Common,Darkness
642176,Zweilous,Zweilous,3,24326,2025-07-18 19:07:36,1,0.01,0.1,4.99,0.09,0.06,Normal,066/086,Common,Darkness
642176,Zweilous,Zweilous,3,24326,2025-07-18 19:07:36,1,0.05,0.19,4.99,0.18,,Reverse Holofoil,066/086,Common,Darkness
642177,Hydreigon ex,Hydreigon ex,3,24326,2025-07-18 19:47:34,1,0.12,0.55,7.95,0.43,,Holofoil,067/086,Double Rare,Darkness
642178,Ferroseed,Ferroseed,3,24326,2025-07-18 17:54:16,1,0.05,0.19,4.99,0.18,0.13,Reverse Holofoil,068/086,Common,Metal
642178,Ferroseed,Ferroseed,3,24326,2025-07-18 17:54:16,1,0.01,0.1,4.99,0.06,0.04,Normal,068/086,Common,Metal
642179,Ferrothorn,Ferrothorn,3,24326,2025-07-18 17:54:17,1,0.01,0.1,4.99,0.06,0.05,Normal,069/086,Uncommon,Metal
642179,Ferrothorn,Ferrothorn,3,24326,2025-07-18 17:54:17,1,0.08,0.18,4.99,0.16,,Reverse Holofoil,069/086,Uncommon,Metal
642183,Durant,Durant,3,24326,2025-07-18 17:54:17,1,0.01,0.14,4.99,0.09,0.09,Normal,070/086,Uncommon,Metal
642183,Durant,Durant,3,24326,2025-07-18 17:54:17,1,0.03,0.22,4.99,0.21,0.21,Reverse Holofoil,070/086,Uncommon,Metal
642184,Druddigon,Druddigon,3,24326,2025-07-18 17:54:18,1,0.1,0.42,4.99,0.39,0.38,Reverse Holofoil,071/086,Uncommon,Dragon
642184,Druddigon,Druddigon,3,24326,2025-07-18 17:54:18,1,0.01,0.1,4.99,0.06,0.05,Normal,071/086,Uncommon,Dragon
642185,Patrat,Patrat,3,24326,2025-07-18 17:54:18,1,0.01,0.1,4.99,0.05,0.04,Normal,072/086,Common,Colorless
642185,Patrat,Patrat,3,24326,2025-07-18 17:54:18,1,0.06,0.18,4.99,0.17,0.09,Reverse Holofoil,072/086,Common,Colorless
642186,Watchog,Watchog,3,24326,2025-07-18 17:54:19,1,0.01,0.1,4.99,0.08,0.07,Normal,073/086,Uncommon,Colorless
642186,Watchog,Watchog,3,24326,2025-07-18 17:54:19,1,0.04,0.24,4.99,0.21,0.2,Reverse Holofoil,073/086,Uncommon,Colorless
642187,Lillipup,Lillipup,3,24326,2025-07-18 17:54:20,1,0.01,0.1,4.99,0.05,0.04,Normal,074/086,Common,Colorless
642187,Lillipup,Lillipup,3,24326,2025-07-18 17:54:20,1,0.05,0.17,4.99,0.14,0.13,Reverse Holofoil,074/086,Common,Colorless
642188,Herdier,Herdier,3,24326,2025-07-18 17:54:20,1,0.01,0.1,4.99,0.07,0.05,Normal,075/086,Common,Colorless
642188,Herdier,Herdier,3,24326,2025-07-18 17:54:20,1,0.04,0.23,4.99,0.16,0.13,Reverse Holofoil,075/086,Common,Colorless
642189,Stoutland,Stoutland,3,24326,2025-07-18 17:54:21,1,0.05,0.75,4.99,0.59,0.68,Reverse Holofoil,076/086,Uncommon,Colorless
642189,Stoutland,Stoutland,3,24326,2025-07-18 17:54:21,1,0.01,0.09,4.99,0.05,0.04,Normal,076/086,Uncommon,Colorless
642190,Bouffalant ex,Bouffalant ex,3,24326,2025-07-18 17:54:21,1,0.09,0.5,6.95,0.4,0.45,Holofoil,077/086,Double Rare,Colorless
642193,Tornadus,Tornadus,3,24326,2025-07-18 17:54:21,1,0.01,0.11,4.99,0.06,0.06,Holofoil,078/086,Rare,Colorless
642193,Tornadus,Tornadus,3,24326,2025-07-18 17:54:21,1,0.1,0.66,4.99,0.61,,Reverse Holofoil,078/086,Rare,Colorless
642194,Energy Retrieval,Energy Retrieval,3,24326,2025-07-18 17:54:23,1,0.02,0.15,4.99,0.11,,Normal,082/086,Uncommon,Trainer - Item
642194,Energy Retrieval,Energy Retrieval,3,24326,2025-07-18 17:54:23,1,0.04,0.25,4.99,0.19,,Reverse Holofoil,082/086,Uncommon,Trainer - Item
642195,Tool Scrapper,Tool Scrapper,3,24326,2025-07-18 17:54:23,1,0.41,0.89,5.95,0.8,,Reverse Holofoil,085/086,Uncommon,Trainer - Item
642195,Tool Scrapper,Tool Scrapper,3,24326,2025-07-18 17:54:23,1,0.1,0.32,4.99,0.32,,Normal,085/086,Uncommon,Trainer - Item
642196,Antique Plume Fossil,Antique Plume Fossil,3,24326,2025-07-18 17:54:22,1,0.01,0.1,4.99,0.07,0.06,Normal,079/086,Common,Trainer - Item
642196,Antique Plume Fossil,Antique Plume Fossil,3,24326,2025-07-18 17:54:22,1,0.09,0.22,4.99,0.2,0.2,Reverse Holofoil,079/086,Common,Trainer - Item
642197,Brave Bangle,Brave Bangle,3,24326,2025-07-18 17:54:22,1,0.79,1.99,14.99,1.39,,Reverse Holofoil,080/086,Uncommon,
642197,Brave Bangle,Brave Bangle,3,24326,2025-07-18 17:54:22,1,0.78,1.46,4321,1.32,,Normal,080/086,Uncommon,
642198,Harlequin,Harlequin,3,24326,2025-07-18 17:54:23,1,0.1,0.25,4.99,0.23,,Reverse Holofoil,083/086,Uncommon,Trainer - Supporter
642198,Harlequin,Harlequin,3,24326,2025-07-18 17:54:23,1,0.01,0.1,4.99,0.08,0.09,Normal,083/086,Uncommon,Trainer - Supporter
642199,Cheren,Cheren,3,24326,2025-07-18 17:54:22,1,0.01,0.1,4.99,0.08,0.04,Normal,081/086,Uncommon,Trainer - Supporter
642199,Cheren,Cheren,3,24326,2025-07-18 17:54:22,1,0.29,0.66,70,0.54,,Reverse Holofoil,081/086,Uncommon,Trainer - Supporter
642200,Hilda,Hilda,3,24326,2025-07-18 17:54:23,1,2.5,3.65,12.99,3.45,,Reverse Holofoil,084/086,Uncommon,Trainer - Supporter
642200,Hilda,Hilda,3,24326,2025-07-18 17:54:23,1,2.5,3.45,12.99,3.41,,Normal,084/086,Uncommon,Trainer - Supporter
642201,Ignition Energy,Ignition Energy,3,24326,2025-07-18 17:54:24,1,0.24,0.67,55,0.58,,Normal,086/086,Uncommon,
642201,Ignition Energy,Ignition Energy,3,24326,2025-07-18 17:54:24,1,0.25,0.9,5.95,0.75,,Reverse Holofoil,086/086,Uncommon,
642202,Sewaddle - 087/086,Sewaddle 087 086,3,24326,2025-07-18 17:54:24,1,11,13.33,34.99,11.73,,Holofoil,087/086,Illustration Rare,Grass
642203,Swadloon - 088/086,Swadloon 088 086,3,24326,2025-07-18 17:54:24,1,7,9.47,98.95,8.21,,Holofoil,088/086,Illustration Rare,Grass
642204,Leavanny - 089/086,Leavanny 089 086,3,24326,2025-07-18 17:54:24,1,17.06,20,49.99,17.82,,Holofoil,089/086,Illustration Rare,Grass
642205,Cottonee - 090/086,Cottonee 090 086,3,24326,2025-07-18 17:54:25,1,5,6.95,19.99,5.68,,Holofoil,090/086,Illustration Rare,Grass
642206,Deerling - 091/086,Deerling 091 086,3,24326,2025-07-18 17:54:25,1,13.5,15.99,39.99,14.39,,Holofoil,091/086,Illustration Rare,Grass
642207,Sawsbuck - 092/086,Sawsbuck 092 086,3,24326,2025-07-18 17:54:25,1,14,16.74,39.99,14.59,,Holofoil,092/086,Illustration Rare,Grass
642208,Shelmet - 093/086,Shelmet 093 086,3,24326,2025-07-18 17:54:25,1,3.49,5.92,17.99,5.3,,Holofoil,093/086,Illustration Rare,Grass
642209,Accelgor - 094/086,Accelgor 094 086,3,24326,2025-07-18 17:54:26,1,8,11.47,40,9.97,,Holofoil,094/086,Illustration Rare,Grass
642210,Virizion - 095/086,Virizion 095 086,3,24326,2025-07-18 17:54:26,1,13.5,15.88,39.99,15.42,,Holofoil,095/086,Illustration Rare,Grass
642211,Tepig - 096/086,Tepig 096 086,3,24326,2025-07-18 17:54:26,1,18.99,24.97,59.95,22.51,,Holofoil,096/086,Illustration Rare,Fire
642212,Pignite - 097/086,Pignite 097 086,3,24326,2025-07-18 17:54:26,1,6.6,9.25,24.99,7.95,,Holofoil,097/086,Illustration Rare,Fire
642213,Emboar - 098/086,Emboar 098 086,3,24326,2025-07-18 17:54:26,1,31,53.78,99.95,33.88,,Holofoil,098/086,Illustration Rare,Fire
642214,Pansear - 099/086,Pansear 099 086,3,24326,2025-07-18 17:54:27,1,5.82,8.9,24.99,7.25,,Holofoil,099/086,Illustration Rare,Fire
642215,Simisear - 100/086,Simisear 100 086,3,24326,2025-07-18 17:54:27,1,6.26,7.77,59.95,7.36,,Holofoil,100/086,Illustration Rare,Fire
642216,Heatmor - 104/086,Heatmor 104 086,3,24326,2025-07-18 17:54:27,1,4.75,5.29,25,5.27,,Holofoil,104/086,Illustration Rare,Fire
642217,Oshawott - 105/086,Oshawott 105 086,3,24326,2025-07-18 17:54:28,1,40,49,99.99,45.49,,Holofoil,105/086,Illustration Rare,Water
642218,Dewott - 106/086,Dewott 106 086,3,24326,2025-07-18 17:54:28,1,11.95,14.75,104.5,13,,Holofoil,106/086,Illustration Rare,Water
