productId,name,cleanName,categoryId,groupId,modifiedOn,imageCount,lowPrice,avgPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType
642181,Klang,Klang,3,24325,2025-07-18 17:02:19,1,0.04,0.15,4.99,0.14,0.12,Reverse Holofoil,062/086,Common,Metal
642181,Klang,Klang,3,24325,2025-07-18 17:02:19,1,0.01,0.1,4.99,0.07,0.03,Normal,062/086,Common,Metal
642182,Klinklang,Klinklang,3,24325,2025-07-22 12:30:24,1,0.01,0.16,4.99,0.15,0.05,Reverse Holofoil,063/086,Rare,Metal
642182,Klinklang,Klinklang,3,24325,2025-07-22 12:30:24,1,0.01,0.1,4.99,0.07,0.06,Holofoil,063/086,Rare,Metal
642191,Rufflet,Rufflet,3,24325,2025-07-18 17:02:26,1,0.02,0.15,4.99,0.12,0.11,Reverse Holofoil,077/086,Common,Colorless
642191,Rufflet,Rufflet,3,24325,2025-07-18 17:02:26,1,0.01,0.1,4.99,0.07,0.03,Normal,077/086,Common,Colorless
642192,Braviary,Braviary,3,24325,2025-07-18 17:02:28,1,0.1,0.19,4.99,0.18,0.16,Reverse Holofoil,078/086,Uncommon,Colorless
642192,Braviary,Braviary,3,24325,2025-07-18 17:02:28,1,0.01,0.1,4.99,0.05,0.04,Normal,078/086,Uncommon,Colorless
642261,Klink - 139/086,Klink 139 086,3,24325,2025-07-18 17:02:41,1,4,5.94,19.99,4.52,5.62,Holofoil,139/086,Illustration Rare,Metal
642262,Klang - 140/086,Klang 140 086,3,24325,2025-07-18 17:02:41,1,3.25,4.82,20.98,3.77,9.99,Holofoil,140/086,Illustration Rare,Metal
642263,Klinklang - 141/086,Klinklang 141 086,3,24325,2025-07-18 17:02:41,1,10.75,13.64,39.99,11.94,31.87,Holofoil,141/086,Illustration Rare,Metal
642271,Rufflet - 154/086,Rufflet 154 086,3,24325,2025-07-18 17:02:44,1,4.02,7,24.95,5.32,,Holofoil,154/086,Illustration Rare,Colorless
642272,Braviary - 155/086,Braviary 155 086,3,24325,2025-07-18 17:02:44,1,6.69,7.58,24.99,7.32,,Holofoil,155/086,Illustration Rare,Colorless
642349,Klink (Master Ball Pattern),Klink Master Ball Pattern,3,24325,2025-07-18 17:02:18,0,0.85,1.19,12,1.28,,Holofoil,061/086,Common,Metal
642350,Klang (Master Ball Pattern),Klang Master Ball Pattern,3,24325,2025-07-18 17:02:19,0,5,6.99,29.99,6.25,,Holofoil,062/086,Common,Metal
642351,Klinklang (Master Ball Pattern),Klinklang Master Ball Pattern,3,24325,2025-07-25 18:38:49,0,9.49,11.88,49.99,11.78,,Holofoil,063/086,Rare,Metal
642359,Rufflet (Master Ball Pattern),Rufflet Master Ball Pattern,3,24325,2025-07-18 17:02:26,0,2.17,4.19,18.73,3.59,,Holofoil,077/086,Common,Colorless
642360,Braviary (Master Ball Pattern),Braviary Master Ball Pattern,3,24325,2025-08-08 17:37:13,0,2.42,3.86,17.99,3.52,,Holofoil,078/086,Uncommon,Colorless
642421,Klink (Poke Ball Pattern),Klink Poke Ball Pattern,3,24325,2025-07-18 17:02:19,0,0.07,0.3,4.99,0.25,0.23,Holofoil,061/086,Common,Metal
642422,Klang (Poke Ball Pattern),Klang Poke Ball Pattern,3,24325,2025-07-18 17:02:19,0,0.2,0.68,4.99,0.53,0.66,Holofoil,062/086,Common,Metal
642423,Klinklang (Poke Ball Pattern),Klinklang Poke Ball Pattern,3,24325,2025-07-25 18:38:43,0,0.5,1.5,9.99,1.12,1.47,Holofoil,063/086,Rare,Metal
642431,Rufflet (Poke Ball Pattern),Rufflet Poke Ball Pattern,3,24325,2025-07-18 17:02:26,0,0.45,0.7,5,0.61,0.61,Holofoil,077/086,Common,Colorless
642432,Braviary (Poke Ball Pattern),Braviary Poke Ball Pattern,3,24325,2025-08-08 17:34:01,0,0.15,0.5,9.95,0.45,0.7,Holofoil,078/086,Uncommon,Colorless
642450,Snivy,Snivy,3,24325,2025-07-18 17:01:48,1,0.01,0.1,4.99,0.07,0.03,Normal,001/086,Common,Grass
642450,Snivy,Snivy,3,24325,2025-07-18 17:01:48,1,0.05,0.2,4.99,0.15,0.15,Reverse Holofoil,001/086,Common,Grass
642451,Servine,Servine,3,24325,2025-07-18 17:01:49,1,0.01,0.11,4.99,0.11,0.04,Normal,002/086,Common,Grass
642451,Servine,Servine,3,24325,2025-07-18 17:01:49,1,0.02,0.2,4.99,0.18,0.15,Reverse Holofoil,002/086,Common,Grass
642452,Serperior ex,Serperior ex,3,24325,2025-07-18 17:01:50,1,0.1,0.55,10.09,0.57,0.54,Holofoil,003/086,Double Rare,Grass
642453,Pansage,Pansage,3,24325,2025-07-18 17:01:50,1,0.05,0.15,4.99,0.14,0.1,Reverse Holofoil,004/086,Common,Grass
642453,Pansage,Pansage,3,24325,2025-07-18 17:01:50,1,0.01,0.1,4.99,0.07,0.03,Normal,004/086,Common,Grass
642454,Simisage,Simisage,3,24325,2025-07-18 17:01:50,1,0.1,0.2,4.99,0.21,0.14,Reverse Holofoil,005/086,Uncommon,Grass
642454,Simisage,Simisage,3,24325,2025-07-18 17:01:50,1,0.01,0.1,4.99,0.07,0.04,Normal,005/086,Uncommon,Grass
642455,Petilil,Petilil,3,24325,2025-07-18 17:01:51,1,0.01,0.1,4.99,0.08,0.04,Normal,006/086,Common,Grass
642455,Petilil,Petilil,3,24325,2025-07-18 17:01:51,1,0.01,0.18,4.99,0.17,0.1,Reverse Holofoil,006/086,Common,Grass
642456,Lilligant,Lilligant,3,24325,2025-07-18 17:01:51,1,0.01,0.1,4.99,0.08,0.05,Normal,007/086,Uncommon,Grass
642456,Lilligant,Lilligant,3,24325,2025-07-18 17:01:51,1,0.09,0.22,4.99,0.24,0.1,Reverse Holofoil,007/086,Uncommon,Grass
642457,Maractus,Maractus,3,24325,2025-07-18 17:01:51,1,0.03,0.16,12,0.11,0.11,Reverse Holofoil,008/086,Common,Grass
642457,Maractus,Maractus,3,24325,2025-07-18 17:01:51,1,0.01,0.1,4.99,0.06,0.03,Normal,008/086,Common,Grass
642458,Karrablast,Karrablast,3,24325,2025-07-18 17:01:52,1,0.01,0.1,4.99,0.04,0.03,Normal,009/086,Common,Grass
642458,Karrablast,Karrablast,3,24325,2025-07-18 17:01:52,1,0.05,0.17,4.99,0.13,0.14,Reverse Holofoil,009/086,Common,Grass
642459,Foongus,Foongus,3,24325,2025-07-18 17:01:52,1,0.01,0.1,4.99,0.06,0.04,Normal,010/086,Common,Grass
642459,Foongus,Foongus,3,24325,2025-07-18 17:01:52,1,0.05,0.15,4.99,0.13,0.12,Reverse Holofoil,010/086,Common,Grass
642460,Amoonguss,Amoonguss,3,24325,2025-07-18 17:01:53,1,0.12,0.3,4.99,0.27,0.26,Reverse Holofoil,011/086,Uncommon,Grass
642460,Amoonguss,Amoonguss,3,24325,2025-07-18 17:01:53,1,0.01,0.1,4.99,0.05,0.05,Normal,011/086,Uncommon,Grass
642461,Victini,Victini,3,24325,2025-07-18 17:01:53,1,0.05,0.22,4.99,0.22,0.2,Reverse Holofoil,012/086,Rare,Fire
642461,Victini,Victini,3,24325,2025-07-18 17:01:53,1,0.01,0.15,4.99,0.14,0.06,Holofoil,012/086,Rare,Fire
642462,Darumaka,Darumaka,3,24325,2025-07-18 17:01:54,1,0.05,0.15,4.99,0.11,0.1,Reverse Holofoil,013/086,Common,Fire
642462,Darumaka,Darumaka,3,24325,2025-07-18 17:01:54,1,0.01,0.09,4.99,0.06,0.03,Normal,013/086,Common,Fire
642463,Darmanitan,Darmanitan,3,24325,2025-07-18 17:01:54,1,0.29,0.46,4.99,0.42,0.33,Reverse Holofoil,014/086,Uncommon,Fire
642463,Darmanitan,Darmanitan,3,24325,2025-07-18 17:01:54,1,0.01,0.1,4.99,0.05,0.05,Normal,014/086,Uncommon,Fire
642467,Larvesta,Larvesta,3,24325,2025-07-18 17:01:54,1,0.01,0.1,4.99,0.07,0.05,Normal,015/086,Common,Fire
642467,Larvesta,Larvesta,3,24325,2025-07-18 17:01:54,1,0.05,0.19,4.99,0.15,0.15,Reverse Holofoil,015/086,Common,Fire
642468,Volcarona,Volcarona,3,24325,2025-07-18 17:01:55,1,0.02,0.13,4.99,0.12,0.09,Holofoil,016/086,Rare,Fire
642468,Volcarona,Volcarona,3,24325,2025-07-18 17:01:55,1,0.1,0.25,4.99,0.21,0.22,Reverse Holofoil,016/086,Rare,Fire
642469,Panpour,Panpour,3,24325,2025-07-23 12:44:33,1,0.04,0.15,8.97,0.13,0.13,Reverse Holofoil,017/086,Common,Water
642469,Panpour,Panpour,3,24325,2025-07-23 12:44:33,1,0.01,0.09,4.99,0.05,0.03,Normal,017/086,Common,Water
642470,Simipour,Simipour,3,24325,2025-07-18 17:01:56,1,0.1,0.54,4.99,0.46,0.33,Reverse Holofoil,018/086,Uncommon,Water
642470,Simipour,Simipour,3,24325,2025-07-18 17:01:56,1,0.01,0.1,15.1,0.08,0.05,Normal,018/086,Uncommon,Water
642471,Tympole,Tympole,3,24325,2025-07-18 17:01:56,1,0.05,0.15,4.99,0.13,0.1,Reverse Holofoil,019/086,Common,Water
642471,Tympole,Tympole,3,24325,2025-07-18 17:01:56,1,0.01,0.1,4.99,0.06,0.03,Normal,019/086,Common,Water
642472,Palpitoad,Palpitoad,3,24325,2025-07-18 17:01:57,1,0.05,0.16,4.99,0.14,0.13,Reverse Holofoil,020/086,Common,Water
642472,Palpitoad,Palpitoad,3,24325,2025-07-18 17:01:57,1,0.01,0.1,4.99,0.05,0.03,Normal,020/086,Common,Water
642473,Seismitoad,Seismitoad,3,24325,2025-07-18 17:01:57,1,0.01,0.1,4.99,0.07,0.05,Normal,021/086,Uncommon,Water
642473,Seismitoad,Seismitoad,3,24325,2025-07-18 17:01:57,1,0.1,0.2,4.99,0.17,0.18,Reverse Holofoil,021/086,Uncommon,Water
642474,Tirtouga,Tirtouga,3,24325,2025-07-18 17:01:58,1,0.15,0.36,4.99,0.31,0.27,Reverse Holofoil,022/086,Uncommon,Water
642474,Tirtouga,Tirtouga,3,24325,2025-07-18 17:01:58,1,0.01,0.15,4.99,0.11,0.05,Normal,022/086,Uncommon,Water
642475,Carracosta,Carracosta,3,24325,2025-07-18 17:01:58,1,0.09,0.26,4.99,0.25,0.2,Reverse Holofoil,023/086,Rare,Water
642475,Carracosta,Carracosta,3,24325,2025-07-18 17:01:58,1,0.02,0.14,4.99,0.09,0.08,Holofoil,023/086,Rare,Water
642476,Alomomola,Alomomola,3,24325,2025-07-18 17:01:59,1,0.11,0.29,4.99,0.29,0.27,Reverse Holofoil,024/086,Uncommon,Water
642476,Alomomola,Alomomola,3,24325,2025-07-18 17:01:59,1,0.02,0.1,4.99,0.07,0.05,Normal,024/086,Uncommon,Water
642477,Cubchoo,Cubchoo,3,24325,2025-07-18 17:01:59,1,0.01,0.1,4.99,0.09,0.04,Normal,025/086,Common,Water
642477,Cubchoo,Cubchoo,3,24325,2025-07-18 17:01:59,1,0.02,0.15,4.99,0.12,0.1,Reverse Holofoil,025/086,Common,Water
642478,Beartic,Beartic,3,24325,2025-07-18 17:02:00,1,0.1,0.34,4.99,0.29,0.28,Reverse Holofoil,026/086,Rare,Water
642478,Beartic,Beartic,3,24325,2025-07-18 17:02:00,1,0.01,0.12,4.99,0.12,0.07,Holofoil,026/086,Rare,Water
642479,Cryogonal,Cryogonal,3,24325,2025-07-18 17:02:00,1,0.05,0.2,4.99,0.16,0.1,Reverse Holofoil,027/086,Uncommon,Water
642479,Cryogonal,Cryogonal,3,24325,2025-07-18 17:02:00,1,0.01,0.1,4.99,0.07,0.05,Normal,027/086,Uncommon,Water
642480,Kyurem ex,Kyurem ex,3,24325,2025-07-18 17:02:01,1,0.1,0.5,45,0.46,0.38,Holofoil,028/086,Double Rare,Water
642481,Emolga,Emolga,3,24325,2025-07-18 17:02:01,1,0.02,0.15,4.99,0.12,0.1,Reverse Holofoil,029/086,Common,Lightning
642481,Emolga,Emolga,3,24325,2025-07-18 17:02:01,1,0.01,0.1,4.99,0.06,0.03,Normal,029/086,Common,Lightning
642482,Tynamo,Tynamo,3,24325,2025-07-18 17:02:02,1,0.1,0.38,4.99,0.31,0.28,Reverse Holofoil,030/086,Common,Lightning
642482,Tynamo,Tynamo,3,24325,2025-07-18 17:02:02,1,0.09,0.27,4.99,0.23,0.17,Normal,030/086,Common,Lightning
642483,Eelektrik,Eelektrik,3,24325,2025-07-18 17:02:02,1,0.01,0.4,90,0.29,0.27,Normal,031/086,Uncommon,Lightning
642483,Eelektrik,Eelektrik,3,24325,2025-07-18 17:02:02,1,0.25,1,7.99,0.83,0.83,Reverse Holofoil,031/086,Uncommon,Lightning
642484,Eelektross,Eelektross,3,24325,2025-07-18 17:02:03,1,0.01,0.1,4.99,0.08,0.05,Normal,032/086,Uncommon,Lightning
642484,Eelektross,Eelektross,3,24325,2025-07-18 17:02:03,1,0.18,0.45,4.99,0.37,0.2,Reverse Holofoil,032/086,Uncommon,Lightning
642485,Thundurus,Thundurus,3,24325,2025-07-18 17:02:03,1,0.01,0.11,4.99,0.09,0.05,Holofoil,033/086,Rare,Lightning
642485,Thundurus,Thundurus,3,24325,2025-07-18 17:02:03,1,0.06,0.21,4.99,0.18,0.18,Reverse Holofoil,033/086,Rare,Lightning
642486,Zekrom ex,Zekrom ex,3,24325,2025-07-18 17:02:04,1,0.2,1.49,13.95,0.85,0.88,Holofoil,034/086,Double Rare,Lightning
642487,Munna,Munna,3,24325,2025-07-18 17:02:04,1,0.01,0.23,4.99,0.2,0.1,Reverse Holofoil,035/086,Common,Psychic
642487,Munna,Munna,3,24325,2025-07-18 17:02:04,1,0.01,0.1,4.99,0.05,0.03,Normal,035/086,Common,Psychic
642488,Musharna,Musharna,3,24325,2025-07-18 17:02:04,1,0.11,0.24,4.99,0.22,0.19,Reverse Holofoil,036/086,Uncommon,Psychic
642488,Musharna,Musharna,3,24325,2025-07-18 17:02:04,1,0.01,0.1,4.99,0.08,0.05,Normal,036/086,Uncommon,Psychic
642489,Solosis,Solosis,3,24325,2025-07-22 12:33:27,1,0.05,0.15,4.99,0.14,0.12,Reverse Holofoil,037/086,Common,Psychic
642489,Solosis,Solosis,3,24325,2025-07-22 12:33:27,1,0.01,0.1,4.99,0.07,0.03,Normal,037/086,Common,Psychic
642490,Duosion,Duosion,3,24325,2025-07-18 17:02:06,1,0.05,0.18,4.99,0.12,0.11,Reverse Holofoil,038/086,Common,Psychic
642490,Duosion,Duosion,3,24325,2025-07-18 17:02:06,1,0.01,0.1,4.99,0.06,0.03,Normal,038/086,Common,Psychic
642491,Reuniclus,Reuniclus,3,24325,2025-07-21 16:26:16,1,0.09,0.2,60.84,0.17,0.16,Reverse Holofoil,039/086,Uncommon,Psychic
642491,Reuniclus,Reuniclus,3,24325,2025-07-21 16:26:16,1,0.01,0.1,4.99,0.05,0.05,Normal,039/086,Uncommon,Psychic
642492,Elgyem,Elgyem,3,24325,2025-07-18 17:02:06,1,0.02,0.1,4.99,0.09,0.04,Normal,040/086,Common,Psychic
642492,Elgyem,Elgyem,3,24325,2025-07-18 17:02:06,1,0.05,0.18,4.99,0.16,0.07,Reverse Holofoil,040/086,Common,Psychic
642493,Beheeyem,Beheeyem,3,24325,2025-07-18 17:02:07,1,0.02,0.31,4.99,0.3,0.29,Reverse Holofoil,041/086,Uncommon,Psychic
642493,Beheeyem,Beheeyem,3,24325,2025-07-18 17:02:07,1,0.01,0.1,4.99,0.04,0.04,Normal,041/086,Uncommon,Psychic
642494,Golett,Golett,3,24325,2025-07-18 17:02:07,1,0.02,0.13,4.99,0.11,0.05,Reverse Holofoil,042/086,Common,Psychic
642494,Golett,Golett,3,24325,2025-07-18 17:02:07,1,0.01,0.1,4.99,0.08,0.03,Normal,042/086,Common,Psychic
642495,Golurk,Golurk,3,24325,2025-07-18 19:00:41,1,0.09,0.26,4.99,0.24,0.2,Reverse Holofoil,043/086,Uncommon,Psychic
642495,Golurk,Golurk,3,24325,2025-07-18 19:00:41,1,0.02,0.1,4.99,0.08,0.05,Normal,043/086,Uncommon,Psychic
642496,Meloetta ex,Meloetta ex,3,24325,2025-07-18 17:02:08,0,0.08,0.53,19.98,0.35,0.35,Holofoil,044/086,Double Rare,Psychic
642497,Drilbur,Drilbur,3,24325,2025-07-21 19:43:08,1,0.02,0.13,4.99,0.1,,Holofoil,045/086,Common,Fighting
642497,Drilbur,Drilbur,3,24325,2025-07-21 19:43:08,1,0.01,0.08,4.99,0.04,0.03,Normal,045/086,Common,Fighting
642497,Drilbur,Drilbur,3,24325,2025-07-21 19:43:08,1,0.04,0.17,4.99,0.16,0.12,Reverse Holofoil,045/086,Common,Fighting
642498,Excadrill ex,Excadrill ex,3,24325,2025-07-18 17:02:09,1,0.04,0.49,5.25,0.42,0.39,Holofoil,046/086,Double Rare,Fighting
642499,Timburr,Timburr,3,24325,2025-07-18 17:02:09,1,0.01,0.1,4.99,0.06,0.03,Normal,047/086,Common,Fighting
642499,Timburr,Timburr,3,24325,2025-07-18 17:02:09,1,0.04,0.21,4.99,0.17,0.17,Reverse Holofoil,047/086,Common,Fighting
642500,Gurdurr,Gurdurr,3,24325,2025-07-22 12:34:26,1,0.01,0.08,4.99,0.06,0.03,Normal,048/086,Common,Fighting
642500,Gurdurr,Gurdurr,3,24325,2025-07-22 12:34:26,1,0.05,0.15,4.99,0.12,0.13,Reverse Holofoil,048/086,Common,Fighting
642500,Gurdurr,Gurdurr,3,24325,2025-07-22 12:34:26,1,0.03,0.11,4.99,0.09,,Holofoil,048/086,Common,Fighting
642501,Conkeldurr,Conkeldurr,3,24325,2025-07-18 17:02:11,1,0.19,0.38,4.99,0.33,0.19,Reverse Holofoil,049/086,Rare,Fighting
642501,Conkeldurr,Conkeldurr,3,24325,2025-07-18 17:02:11,1,0.01,0.11,4.99,0.1,0.07,Holofoil,049/086,Rare,Fighting
642502,Throh,Throh,3,24325,2025-07-18 17:02:12,1,0.01,0.1,4.99,0.06,0.05,Normal,050/086,Uncommon,Fighting
642502,Throh,Throh,3,24325,2025-07-18 17:02:12,1,0.1,0.25,30,0.24,0.24,Reverse Holofoil,050/086,Uncommon,Fighting
642503,Dwebble,Dwebble,3,24325,2025-07-18 17:02:12,1,0.01,0.1,4.99,0.05,0.04,Normal,051/086,Common,Fighting
642503,Dwebble,Dwebble,3,24325,2025-07-18 17:02:12,1,0.05,0.15,4.99,0.12,0.05,Reverse Holofoil,051/086,Common,Fighting
642504,Crustle,Crustle,3,24325,2025-07-18 17:02:13,1,0.01,0.1,4.99,0.04,0.04,Normal,052/086,Uncommon,Fighting
642504,Crustle,Crustle,3,24325,2025-07-18 17:02:13,1,0.08,0.19,4.99,0.16,0.16,Reverse Holofoil,052/086,Uncommon,Fighting
642505,Landorus,Landorus,3,24325,2025-07-18 17:02:13,1,0.01,0.1,4.99,0.09,0.05,Holofoil,053/086,Rare,Fighting
642505,Landorus,Landorus,3,24325,2025-07-18 17:02:13,1,0.04,0.21,4.99,0.21,0.19,Reverse Holofoil,053/086,Rare,Fighting
642506,Venipede,Venipede,3,24325,2025-07-18 17:02:14,1,0.01,0.1,4.99,0.06,0.03,Normal,054/086,Common,Darkness
642506,Venipede,Venipede,3,24325,2025-07-18 17:02:14,1,0.01,0.16,4.99,0.13,0.12,Reverse Holofoil,054/086,Common,Darkness
642507,Whirlipede,Whirlipede,3,24325,2025-07-18 17:02:15,1,0.1,0.19,4.99,0.16,0.14,Reverse Holofoil,055/086,Common,Darkness
642507,Whirlipede,Whirlipede,3,24325,2025-07-18 17:02:15,1,0.01,0.1,4.99,0.04,0.04,Normal,055/086,Common,Darkness
642508,Scolipede,Scolipede,3,24325,2025-07-22 12:49:12,1,0.1,0.25,4.99,0.25,0.21,Reverse Holofoil,056/086,Uncommon,Darkness
642508,Scolipede,Scolipede,3,24325,2025-07-22 12:49:12,1,0.01,0.1,4.99,0.06,0.05,Normal,056/086,Uncommon,Darkness
642509,Sandile,Sandile,3,24325,2025-07-18 17:02:16,1,0.03,0.14,4.99,0.11,0.1,Reverse Holofoil,057/086,Common,Darkness
642509,Sandile,Sandile,3,24325,2025-07-18 17:02:16,1,0.01,0.1,4.99,0.07,0.03,Normal,057/086,Common,Darkness
642510,Krokorok,Krokorok,3,24325,2025-07-18 17:02:17,1,0.01,0.1,4.99,0.06,0.03,Normal,058/086,Common,Darkness
642510,Krokorok,Krokorok,3,24325,2025-07-18 17:02:17,1,0.07,0.2,4.99,0.16,0.15,Reverse Holofoil,058/086,Common,Darkness
642511,Krookodile,Krookodile,3,24325,2025-07-22 12:49:51,1,0.01,0.1,4.99,0.08,0.05,Normal,059/086,Uncommon,Darkness
642511,Krookodile,Krookodile,3,24325,2025-07-22 12:49:51,1,0.13,0.2,4.99,0.18,0.19,Reverse Holofoil,059/086,Uncommon,Darkness
642514,Escavalier,Escavalier,3,24325,2025-07-18 17:02:18,1,0.01,0.1,4.99,0.08,0.03,Normal,060/086,Common,Metal
642514,Escavalier,Escavalier,3,24325,2025-07-18 17:02:18,1,0.07,0.17,4.99,0.14,0.13,Reverse Holofoil,060/086,Common,Metal
642515,Pawniard,Pawniard,3,24325,2025-07-18 17:02:20,1,0.03,0.15,4.99,0.11,0.09,Reverse Holofoil,064/086,Common,Metal
642515,Pawniard,Pawniard,3,24325,2025-07-18 17:02:20,1,0.01,0.1,5,0.05,0.03,Normal,064/086,Common,Metal
642516,Bisharp,Bisharp,3,24325,2025-07-22 12:53:07,1,0.05,0.21,4.99,0.17,0.16,Reverse Holofoil,065/086,Uncommon,Metal
642516,Bisharp,Bisharp,3,24325,2025-07-22 12:53:07,1,0.01,0.08,4.99,0.05,0.05,Normal,065/086,Uncommon,Metal
642517,Cobalion,Cobalion,3,24325,2025-07-18 17:02:21,1,0.01,0.11,4.99,0.09,0.07,Holofoil,066/086,Rare,Metal
642517,Cobalion,Cobalion,3,24325,2025-07-18 17:02:21,1,0.07,0.29,4.99,0.24,0.23,Reverse Holofoil,066/086,Rare,Metal
642518,Genesect ex,Genesect ex,3,24325,2025-07-18 17:02:21,1,1.85,3.53,17.99,2.62,2.43,Holofoil,067/086,Double Rare,Metal
642519,Axew,Axew,3,24325,2025-07-18 17:02:21,1,0.01,0.1,4.99,0.05,0.03,Normal,068/086,Common,Dragon
642519,Axew,Axew,3,24325,2025-07-18 17:02:21,1,0.02,0.18,4.99,0.16,0.13,Reverse Holofoil,068/086,Common,Dragon
642520,Fraxure,Fraxure,3,24325,2025-07-18 17:02:22,1,0.01,0.09,4.99,0.05,0.03,Normal,069/086,Common,Dragon
642520,Fraxure,Fraxure,3,24325,2025-07-18 17:02:22,1,0.05,0.18,4.99,0.14,0.12,Reverse Holofoil,069/086,Common,Dragon
642521,Haxorus,Haxorus,3,24325,2025-07-18 17:02:23,1,0.02,0.15,4.99,0.12,0.1,Holofoil,070/086,Rare,Dragon
642521,Haxorus,Haxorus,3,24325,2025-07-18 17:02:23,1,0.14,0.42,4.99,0.35,0.2,Reverse Holofoil,070/086,Rare,Dragon
642522,Pidove,Pidove,3,24325,2025-07-18 17:02:23,1,0.01,0.1,4.99,0.08,0.03,Normal,071/086,Common,Colorless
642522,Pidove,Pidove,3,24325,2025-07-18 17:02:23,1,0.01,0.15,4.99,0.13,0.11,Reverse Holofoil,071/086,Common,Colorless
642523,Tranquill,Tranquill,3,24325,2025-07-18 17:02:24,1,0.02,0.1,4.99,0.06,0.03,Normal,072/086,Common,Colorless
